studyID	type	iri	targeted?
MTBLS426	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS426	MicroRNA	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25966	target
MTBLS427	Ion Mobility Spectrometry		un-mapped
MTBLS427	untargeted metabolites		untargeted
MTBLS427	Exposomics		un-mapped
MTBLS427	diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0000400	target
MTBLS427	targeted metabolites		un-mapped
MTBLS427	Solid-Phase Extraction Ion Mobility Spectrometry Mass Spectrometry		un-mapped
MTBLS428	Carbon	http://purl.bioontology.org/ontology/MESH/D002244	target
MTBLS428	targeted metabolites		un-mapped
MTBLS428	liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000524	target
MTBLS429	pyrrolizidine alkaloid	http://purl.obolibrary.org/obo/CHEBI_64948	target
MTBLS429	insect-plant interactions		un-mapped
MTBLS429	ultra-performance liquid chromatography-mass spectrometry		un-mapped
MTBLS429	targeted metabolites		un-mapped
MTBLS430	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS430	cancer	http://www.ebi.ac.uk/efo/EFO_0000311	target
MTBLS430	drug role	http://www.ebi.ac.uk/efo/EFO_0001899	target
MTBLS430	Metabolic Response	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C123623	target
MTBLS430	untargeted metabolites		untargeted
MTBLS431	untargeted metabolites		untargeted
MTBLS431	Bacteriophage	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14188	target
MTBLS431	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS431	phage–host interaction		un-mapped
MTBLS431	Transcriptomics	http://edamontology.org/topic_3308	target
MTBLS432	inflammatory bowel disease	http://www.ebi.ac.uk/efo/EFO_0003767	target
MTBLS432	microbiome	http://www.ebi.ac.uk/efo/EFO_0004982	target
MTBLS432	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS432	gastrointestinal system	http://purl.obolibrary.org/obo/UBERON_0005409	target
MTBLS432	untargeted metabolites		untargeted
MTBLS433	Foodomics		un-mapped
MTBLS433	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS433	untargeted metabolites		untargeted
MTBLS433	targeted metabolites		un-mapped
MTBLS434	targeted metabolites		un-mapped
MTBLS434	amino acid	http://purl.obolibrary.org/obo/CHEBI_33709	target
MTBLS434	hydrophilic interaction chromatography	http://purl.obolibrary.org/obo/CHMO_0002262	target
MTBLS434	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS434	haploid deletion library	http://www.ebi.ac.uk/efo/EFO_0007561	target
MTBLS434	Functional genomics	http://edamontology.org/topic_0085	target
MTBLS434	prototrophic	http://purl.obolibrary.org/obo/PATO_0000423	target
MTBLS434	metabolomic profiling	http://www.ebi.ac.uk/efo/EFO_0000752	target
MTBLS434	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS435	Plant Metabolomics		un-mapped
MTBLS435	Metabolic Pathway	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18611	target
MTBLS435	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS435	isotopic tracer	http://purl.obolibrary.org/obo/CHEBI_35206	target
MTBLS435	targeted metabolomics		un-mapped
MTBLS435	benzylisoquinoline alkaloid	http://purl.obolibrary.org/obo/CHEBI_22750	target
MTBLS435	chelerythrine	http://purl.obolibrary.org/obo/CHEBI_78373	target
MTBLS435	sanguinarine	http://purl.obolibrary.org/obo/CHEBI_17183	target
MTBLS435	Secondary Metabolism	http://purl.bioontology.org/ontology/MESH/D064210	target
MTBLS436	untargeted metabolites		untargeted
MTBLS436	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS436	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS436	Livestock	http://purl.bioontology.org/ontology/MESH/D058751	target
MTBLS436	Anabolic Steroid	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C2360	target
MTBLS436	biomarker	http://purl.obolibrary.org/obo/CHEBI_59163	target
MTBLS437	Plants, Genetically Modified	http://purl.bioontology.org/ontology/MESH/D030821	target
MTBLS437	metabolomic profiling	http://www.ebi.ac.uk/efo/EFO_0000752	target
MTBLS437	gas chromatography time-of-flight mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000735	target
MTBLS437	untargeted metabolites		untargeted
MTBLS441	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS441	untargeted metabolites		untargeted
MTBLS441	root exudate		un-mapped
MTBLS441	plant defence		un-mapped
MTBLS444	metabolomic profiling	http://www.ebi.ac.uk/efo/EFO_0000752	target
MTBLS444	untargeted metabolites		untargeted
MTBLS444	Keratoconus	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26806	target
MTBLS444	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS445	untargeted metabolites		untargeted
MTBLS445	Phylogeography	http://purl.bioontology.org/ontology/MESH/D058974	target
MTBLS445	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS445	páramo ecosystem		un-mapped
MTBLS447	metabolomic profiling	http://www.ebi.ac.uk/efo/EFO_0000752	target
MTBLS447	plant callus	http://purl.obolibrary.org/obo/PO_0005052	target
MTBLS447	TOR signaling	http://purl.obolibrary.org/obo/GO_0031929	target
MTBLS447	gas chromatography time-of-flight mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000735	target
MTBLS447	Shoot Regeneration		un-mapped
MTBLS447	plant hormone	http://purl.obolibrary.org/obo/CHEBI_37848	target
MTBLS447	untargeted metabolites		untargeted
MTBLS449	HIV-1	http://purl.bioontology.org/ontology/MESH/D015497	target
MTBLS449	Antiretroviral Therapy	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C94631	target
MTBLS449	In Utero Drug Exposure	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C98954	target
MTBLS449	Infant, Newborn	http://purl.bioontology.org/ontology/MESH/D007231	target
MTBLS449	Fetal Blood	http://purl.bioontology.org/ontology/MESH/D005312	target
MTBLS449	targeted metabolights		un-mapped
MTBLS449	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS450	untargeted metabolites		untargeted
MTBLS450	Mediator Complex	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C19864	target
MTBLS450	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS451	Japanese Sake		un-mapped
MTBLS451	metabolomic profiling	http://www.ebi.ac.uk/efo/EFO_0000752	target
MTBLS451	nanoflow liquid chromatography-electrospray ionisation mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000752	target
MTBLS451	untargeted metabolites		untargeted
MTBLS452	benzoxaborole	http://purl.obolibrary.org/obo/CHEBI_78240	target
MTBLS452	Host-Pathogen Interactions	http://purl.bioontology.org/ontology/MESH/D054884	target
MTBLS452	Mechanism of Action	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C54680	target
MTBLS452	untargeted metabolites		untargeted
MTBLS452	pro-drug activation		un-mapped
MTBLS452	Drug Discovery	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15802	target
MTBLS452	Therapeutics	http://bioontology.org/ontologies/Activity.owl#Therapeutics	target
MTBLS452	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS452	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS453	Toxicology	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17206	target
MTBLS453	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS453	Alcohol Consumption	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16273	target
MTBLS453	untargeted metabolites		untargeted
MTBLS454	Isonitrile lipopeptides (INLPs)		un-mapped
MTBLS454	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	target
MTBLS454	untargeted metabolites		untargeted
MTBLS454	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS455	SHSY5Y	http://scai.fraunhofer.de/AlzheimerOntology#SHSY5Y	target
MTBLS455	Parkinson's disease	http://www.ebi.ac.uk/efo/EFO_0002508	target
MTBLS455	Alzheimer's disease	http://www.ebi.ac.uk/efo/EFO_0000249	target
MTBLS455	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS455	Synuclein Protein	http://ontology.neuinfo.org/NIF/BiomaterialEntities/NIF-Molecule.owl#sao4931740958	target
MTBLS455	Amyloid Protein	http://ontology.neuinfo.org/NIF/BiomaterialEntities/NIF-Molecule.owl#sao7278684532	target
MTBLS455	Amyloid Fibril	http://ontology.neuinfo.org/NIF/BiomaterialEntities/NIF-Subcellular.owl#sao1342297498	target
MTBLS455	Amyloid Aggregate	http://ontology.neuinfo.org/NIF/BiomaterialEntities/NIF-Subcellular.owl#sao4785563283	target
MTBLS455	untargeted metabolites		untargeted
MTBLS456	untargeted metabolites		untargeted
MTBLS456	viral infection-challenge		un-mapped
MTBLS456	bovine respiratory disease complex	http://www.ebi.ac.uk/efo/EFO_0007180	target
MTBLS456	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS456	Bovine parainfluenza virus 3	http://purl.obolibrary.org/obo/NCBITaxon_11215	target
MTBLS457	Fungal biology		un-mapped
MTBLS457	Conservation biology	http://localhost/plosthes.2016-4#11519	target
MTBLS457	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497	target
MTBLS457	untargeted metabolites		untargeted
MTBLS459	Drug Metabolism	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26633	target
MTBLS459	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS459	untargeted metabolites		untargeted
MTBLS459	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS459	nitrile	http://purl.obolibrary.org/obo/CHEBI_18379	target
MTBLS459	Oxidative Stress	http://www.ebi.ac.uk/efo/EFO_1001905	target
MTBLS460	biotic stress trait	http://purl.obolibrary.org/obo/TO_0000179	target
MTBLS460	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS460	Xanthomonas campestris pv. campestris	http://purl.obolibrary.org/obo/NCBITaxon_340	target
MTBLS460	Brassica oleracea var. italica	http://purl.obolibrary.org/obo/NCBITaxon_36774	target
MTBLS460	untargeted metabolites		untargeted
MTBLS460	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS461	targeted metabolites		un-mapped
MTBLS461	Carbon	http://purl.bioontology.org/ontology/MESH/D002244	target
MTBLS461	Fourier transform ion cyclotron resonance mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000502	target
MTBLS461	liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000524	target
MTBLS461	untargeted metabolites		untargeted
MTBLS462	untargeted metabolites		untargeted
MTBLS462	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics	target
MTBLS462	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS462	Software Engineering	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17147	target
MTBLS463	untargeted metabolites		untargeted
MTBLS463	Growth Medium	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85504	target
MTBLS463	siderophore	http://purl.obolibrary.org/obo/CHEBI_26672	target
MTBLS463	putrescine	http://purl.obolibrary.org/obo/CHEBI_17148	target
MTBLS463	terpenoid	http://purl.obolibrary.org/obo/CHEBI_26873	target
MTBLS463	Glycolysis Pathway	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C39095	target
MTBLS464	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS464	antimicrobial agent	http://purl.obolibrary.org/obo/CHEBI_33281	target
MTBLS464	Mechanism of Action	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C54680	target
MTBLS464	untargeted metabolites		untargeted
MTBLS464	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS465	metabolic phenotyping	http://purl.obolibrary.org/obo/ERO_0001739	target
MTBLS465	biomarker	http://purl.obolibrary.org/obo/CHEBI_59163	target
MTBLS465	untargeted metabolomics		untargeted
MTBLS465	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS470	biomarker	http://purl.obolibrary.org/obo/CHEBI_59163	target
MTBLS470	untargeted metabolomics		untargeted
MTBLS470	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS470	metabolic phenotyping	http://purl.obolibrary.org/obo/ERO_0001739	target
MTBLS471	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS471	Pseudonocardia	http://purl.bioontology.org/ontology/NCBITAXON/1847	target
MTBLS471	untargeted metabolites		untargeted
MTBLS471	Escovopsis	http://purl.bioontology.org/ontology/NCBITAXON/150372	target
MTBLS472	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS472	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics	target
MTBLS472	Endoplasmic Reticulum Stress	http://www.ebi.ac.uk/efo/EFO_1001886	target
MTBLS472	Fatty Liver	http://purl.bioontology.org/ontology/MESH/D005234	target
MTBLS472	fatty kidney		un-mapped
MTBLS472	Lipolysis	http://purl.bioontology.org/ontology/MESH/D008066	target
MTBLS472	fatty acid oxidation	http://purl.obolibrary.org/obo/GO_0019395	target
MTBLS472	Unfolded Protein Response	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C118900	target
MTBLS473	Malus x domestica	http://purl.obolibrary.org/obo/NCBITaxon_3750	target
MTBLS473	untargeted metabolites		untargeted
MTBLS473	Pharmacokinetics Pharmacodynamics	http://bioontology.org/ontologies/ResearchArea.owl#Pharmacokinetics_Pharmacodynamics	target
MTBLS473	Nutrition	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C28294	target
MTBLS473	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	target
MTBLS478	untargeted metabolites		untargeted
MTBLS478	secretory carrier-associated membrane protein 1	http://purl.obolibrary.org/obo/PR_000014483	target
MTBLS478	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS478	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS479	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS479	Gastrointestinal Microbiome	http://purl.bioontology.org/ontology/MESH/D000069196	target
MTBLS479	Herbal Medicine	http://purl.bioontology.org/ontology/MESH/D029001	target
MTBLS479	untargeted metabolites		untargeted
MTBLS479	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS479	willow bark extract	http://purl.obolibrary.org/obo/CHEBI_79395	target
MTBLS481	untargeted metabolites		untargeted
MTBLS481	alkali stress		un-mapped
MTBLS481	symbiotic rhizobium		un-mapped
MTBLS481	gas chromatography time-of-flight mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000735	target
MTBLS482	untargeted metabolites		untargeted
MTBLS482	Magnetic Resonance Imaging	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16809	target
MTBLS482	magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/ERO_0001236	target
MTBLS482	Hypothermia	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C78351	target
MTBLS482	2-morpholino-5-phenyl-6H-1,3,4-thiadiazine hydrobromide		un-mapped
MTBLS483	regulation of cellular response to oxidative stress	http://purl.obolibrary.org/obo/GO_1900407	target
MTBLS483	lipid oxidation	http://purl.org/obo/owl/GO#GO_0034440	target
MTBLS483	Oxidative Stress	http://www.ebi.ac.uk/efo/EFO_1001905	target
MTBLS483	phospholipid	http://purl.obolibrary.org/obo/CHEBI_16247	target
MTBLS483	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS483	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS483	untargeted metabolites		untargeted
MTBLS484	untargeted metabolites		untargeted
MTBLS484	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS484	Carnivorous plants	http://localhost/plosthes.2017-1#565	target
MTBLS484	pitcher plant	http://purl.jp/bio/11/meo/MEO_0001063	target
MTBLS487	matrix-assisted laser desorption-ionisation imaging mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000054	target
MTBLS487	Spatial metabolomics		un-mapped
MTBLS487	lipid	http://purl.obolibrary.org/obo/CHEBI_18059	target
MTBLS487	software	http://www.ebi.ac.uk/efo/EFO_0002029	target
MTBLS488	prednisolone	http://purl.obolibrary.org/obo/CHEBI_8378	target
MTBLS488	cortisol	http://purl.obolibrary.org/obo/CHEBI_17650	target
MTBLS488	ms level	http://purl.obolibrary.org/obo/MS_1000511	target
MTBLS488	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS488	targeted metabolites		un-mapped
MTBLS492	soil	http://purl.obolibrary.org/obo/ENVO_00001998	target
MTBLS492	Environment	http://www.owl-ontologies.com/BiodiversityOntologyFull.owl#Environment	target
MTBLS492	environmental system	http://purl.obolibrary.org/obo/ENVO_01000254	target
MTBLS492	untargeted metabolites		untargeted
MTBLS492	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS493	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS493	lipid	http://purl.obolibrary.org/obo/CHEBI_18059	target
MTBLS493	Chinese Hamster Ovary cells		un-mapped
MTBLS493	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics	target
MTBLS493	untargeted metabolites		untargeted
MTBLS494	untargeted metabolites		untargeted
MTBLS494	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS494	Herbal Medicine	http://purl.bioontology.org/ontology/MESH/D029001	target
MTBLS494	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS495	aging	http://purl.obolibrary.org/obo/GO_0007568	target
MTBLS495	untargeted metabolites		untargeted
MTBLS495	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
