studyID	Study Factor Name	Study Factor Type	Study Factor Type Term Accession Number	Definition
		Biospecimen Type	http://purl.obolibrary.org/obo/NCIT_C70713	The type of a material sample taken from a biological entity for testing, diagnostic, propagation, treatment or research purposes. This includes particular types of cellular molecules, cells, tissues, organs, body fluids, embryos, and body excretory substances.
MTBLS410	replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	
		Repeat	http://purl.obolibrary.org/obo/NCIT_C47886	Make or do or perform again.
MTBLS410	sample type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		Biospecimen Type	http://purl.obolibrary.org/obo/NCIT_C70713	The type of a material sample taken from a biological entity for testing, diagnostic, propagation, treatment or research purposes. This includes particular types of cellular molecules, cells, tissues, organs, body fluids, embryos, and body excretory substances.
MTBLS411	Lactating	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
		Lactating	http://purl.obolibrary.org/obo/NCIT_C82463	An indication that the subject is currently producing milk.
MTBLS411	Multiparous	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
		multiparous	http://purl.obolibrary.org/obo/PATO_0002369	A viviparous organism that has given birth two or more times.
MTBLS412	Cell seeding density	Cell Density	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C120538	
		cell seeding density	http://purl.obolibrary.org/obo/MSIO_0000062	Cell seeding density is a measurement datum which denotes the number of cells per surface area in the case of adherent cells or number of cells per volume in the case of free cells deposited in the culture vessel to start a cell culture. The cell seeding density is therefore stated in number of cells per cm2 or number of cells per ml.
MTBLS412	Medium	Growth Medium	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85504	
		Medium	http://purl.obolibrary.org/obo/NCIT_C48164	A substance holding another substance in solution or suspension.
		Medium	http://purl.obolibrary.org/obo/NCIT_C49507	Mid-way between small and large in number, quantity, magnitude or extent.
		medium	http://purl.obolibrary.org/obo/sep_00037	A medium is a substance role which an intervening substance through which something else is transmitted or carried on.
		medium	http://purl.bioontology.org/ontology/npo#NPO_1853	
		Moderately Bothered	http://purl.obolibrary.org/obo/NCIT_C156116	A response indicating that an individual is or was moderately bothered.
		Medium Growth Rate	http://purl.obolibrary.org/obo/NCIT_C124824	An indication that something is growing at an intermediate rate.
		A Medium Amount of Time	http://purl.obolibrary.org/obo/NCIT_C136333	A response indicating that something happens or happened for a medium amount of time.
		A Medium Amount	http://purl.obolibrary.org/obo/NCIT_C136334	A response indicating that something is or was of a moderate amount, intensity, or duration.
		Media	http://purl.obolibrary.org/obo/NCIT_C19442	Any mechanism of mass communication.
MTBLS412	Abundance	Abundance	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C70589	
		Abundance	http://purl.obolibrary.org/obo/NCIT_C70589	Relative degree of plentifulness.
MTBLS413	Sample type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		Biospecimen Type	http://purl.obolibrary.org/obo/NCIT_C70713	The type of a material sample taken from a biological entity for testing, diagnostic, propagation, treatment or research purposes. This includes particular types of cellular molecules, cells, tissues, organs, body fluids, embryos, and body excretory substances.
MTBLS414	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	
		Repeat	http://purl.obolibrary.org/obo/NCIT_C47886	Make or do or perform again.
MTBLS414	Subject	Study Subject	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41189	
		Subject	http://purl.obolibrary.org/obo/NCIT_C48910	Some matter, situation, or event that is thought about, written about, or discussed.
		subject	http://purl.org/dc/elements/1.1/subject	
		subject	http://purl.org/dc/terms/subject	
		Investigative Subject	http://purl.obolibrary.org/obo/NCIT_C79916	An entity, either biologic or otherwise, of interest in an investigation.
		Study Subject	http://purl.obolibrary.org/obo/NCIT_C41189	A matter or an individual that is observed, analyzed, examined, investigated, experimented upon, or/and treated in the course of a particular study.
		Human Study Subject	http://purl.obolibrary.org/obo/NCIT_C70665	A living individual about whom an investigator conducting research obtains data through intervention or interaction with the individual or through identifiable private information.
MTBLS417	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
		Gender	http://purl.obolibrary.org/obo/NCIT_C17357	The assemblage of properties that distinguish people on the basis of the societal roles expected for the two sexes.
		Gender	http://scdontology.h3abionet.org/ontology/SCDO_0001341	The respondent's self-conception of being male or female.
		Gender	http://purl.obolibrary.org/obo/GAZ_00325165	A river.
		Sex	http://purl.obolibrary.org/obo/NCIT_C28421	The assemblage of physical properties or qualities by which male is distinguished from female; the physical difference between male and female; the distinguishing peculiarity of male or female.
MTBLS419	compound	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	
		Compound	http://purl.obolibrary.org/obo/NCIT_C43366	A substance formed by chemical union of two or more elements or ingredients in definite proportion by weight.
		Compound	http://purl.obolibrary.org/obo/CDAO_0000055	
MTBLS422	Sex	sex	http://purl.obolibrary.org/obo/PATO_0000047	
		Sex	http://purl.obolibrary.org/obo/NCIT_C28421	The assemblage of physical properties or qualities by which male is distinguished from female; the physical difference between male and female; the distinguishing peculiarity of male or female.
		sex	http://purl.obolibrary.org/obo/FBcv_0000332	Qualifier that relates the expression of a phenotype to the sex of the individual.
		Sex	http://purl.obolibrary.org/obo/OMIT_0013619	
		Sex determination	http://www.cropontology.org/rdf/CO_357:1000066	Determination of the tree sex
		SEX	http://www.cropontology.org/rdf/CO_357:0000078	
		sex	http://purl.obolibrary.org/obo/PATO_0000047	The assemblage of physical properties or qualities by which male is distinguished from female; the physical difference between male and female; the distinguishing peculiarity of male or female.
		CDISC SDTM Sex of Individual Terminology	http://purl.obolibrary.org/obo/NCIT_C66731	Terminology codelist used with Sex of Individual within the Clinical Data Interchange Standards Consortium Study Data Tabulation Model.
		Plant sex	http://www.cropontology.org/rdf/CO_343:0000093	Predominat plant or flower sex
		Sex Behavior	http://purl.obolibrary.org/obo/NCIT_C17127	A form of physical intimacy that can be directed to reproduction (one possible goal of sexual intercourse) and/or to enjoying the body of someone else; activities associated with sexual intercourse.
MTBLS425	Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		Time	http://purl.obolibrary.org/obo/NCIT_C25207	The continuum of experience in which events pass from the future through the present to the past.
		time	http://purl.obolibrary.org/obo/PATO_0000165	A quality in which events occur in sequence.
		time	http://purl.obolibrary.org/obo/ExO_0000070	
		Time	http://www.cropontology.org/rdf/Time	
		time	http://purl.org/obo/owl/PATO#PATO_0000165	A quality in which events occur in sequence.
		Time	http://purl.obolibrary.org/obo/OMIT_0014839	
		time	http://www.ebi.ac.uk/efo/EFO_0000721	
		Time	http://purl.obolibrary.org/obo/WBbt_0005765	concerns with temporal aspects of cells and anatomical parts, e.g. development
		time	http://biomodels.net/SBO/SBO_0000345	"Fundmental quantity of the measuring system used to sequence events, to compare the durations of events and the intervals between them, and to quantify the motions or the transformation of entities. The SI base unit for time is the SI second. The second is the duration of
9,192,631,770 periods of the radiation corresponding to the transition
between the two hyperfine levels of the ground state of the caesium 133
atom."
MTBLS426	Sex	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
		Sex	http://purl.obolibrary.org/obo/NCIT_C28421	The assemblage of physical properties or qualities by which male is distinguished from female; the physical difference between male and female; the distinguishing peculiarity of male or female.
		sex	http://purl.obolibrary.org/obo/FBcv_0000332	Qualifier that relates the expression of a phenotype to the sex of the individual.
		Sex	http://purl.obolibrary.org/obo/OMIT_0013619	
		Sex determination	http://www.cropontology.org/rdf/CO_357:1000066	Determination of the tree sex
		SEX	http://www.cropontology.org/rdf/CO_357:0000078	
		sex	http://purl.obolibrary.org/obo/PATO_0000047	The assemblage of physical properties or qualities by which male is distinguished from female; the physical difference between male and female; the distinguishing peculiarity of male or female.
		CDISC SDTM Sex of Individual Terminology	http://purl.obolibrary.org/obo/NCIT_C66731	Terminology codelist used with Sex of Individual within the Clinical Data Interchange Standards Consortium Study Data Tabulation Model.
		Plant sex	http://www.cropontology.org/rdf/CO_343:0000093	Predominat plant or flower sex
		Sex Behavior	http://purl.obolibrary.org/obo/NCIT_C17127	A form of physical intimacy that can be directed to reproduction (one possible goal of sexual intercourse) and/or to enjoying the body of someone else; activities associated with sexual intercourse.
MTBLS426	Diet	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		Diet	http://purl.obolibrary.org/obo/NCIT_C15222	The customary allowance of food and drink taken by a person or an animal from day to day, particularly one especially planned to meet specific requirements of the individual, including or excluding certain items of food; a prescribed course of eating and drinking in which the amount and kind of food, as well as the times at which it is to be taken, are regulated for therapeutic purposes or selected with reference to a particular state of health.
		diet	http://purl.obolibrary.org/obo/zeco.owl/ZECO_0000112	Experimental condition where the food of the zebrafish is manipulated in some way.
		Diet	http://purl.obolibrary.org/obo/OMIT_0005302	
		diet	http://www.ebi.ac.uk/efo/EFO_0002755	The customary allowance of food and drink taken by a person or an animal from day to day, particularly one especially planned to meet specific requirements of the individual, including or excluding certain items of food; a prescribed course of eating and drinking in which the amount and kind of food, as well as the times at which it is to be taken, are regulated for therapeutic purposes or selected with reference to a particular state of health.
		diet	http://purl.obolibrary.org/obo/XCO_0000013	The food and drink consumed by an organism day to day.
		Special Diet Therapy	http://purl.obolibrary.org/obo/NCIT_C15383	A form of therapy which includes dietary approaches and special diets that are applied as alternative therapies for risk factors or chronic disease in general.
		Basal Diet	http://purl.obolibrary.org/obo/NCIT_C90364	The fundamental nutritional components that constitute an organism's daily intake of foodstuffs.
MTBLS428	Sample type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		Biospecimen Type	http://purl.obolibrary.org/obo/NCIT_C70713	The type of a material sample taken from a biological entity for testing, diagnostic, propagation, treatment or research purposes. This includes particular types of cellular molecules, cells, tissues, organs, body fluids, embryos, and body excretory substances.
MTBLS432	inflammation	colitis score		
		Inflammation	http://purl.obolibrary.org/obo/NCIT_C3137	A localized protective response resulting from injury or destruction of tissues. Inflammation serves to destroy, dilute, or wall off both the injurious agent and the injured tissue. In the acute phase, inflammation is characterized by the signs of pain, heat, redness, swelling, and loss of function. Histologically, inflammation involves a complex series of events, including dilatation of arterioles, capillaries, and venules, with increased permeability and blood flow; exudation of fluids, including plasma proteins; and leukocyte migration into the site of inflammation.
