studyID	type	iri
MTBLS654	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS654	Lactic acid bacteria	http://localhost/plosthes.2017-1#422
MTBLS654	Bacterial succession	
MTBLS654	Metabolite changes	
MTBLS656	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS656	targeted metabolites	
MTBLS656	metabolomic profiling	http://www.ebi.ac.uk/efo/EFO_0000752
MTBLS656	replicate	http://www.ebi.ac.uk/efo/EFO_0000683
MTBLS656	circadian rhythm	http://www.ebi.ac.uk/efo/EFO_0004354
MTBLS658	untargeted metabolites	
MTBLS658	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS658	rheumatoid arthritis	http://www.ebi.ac.uk/efo/EFO_0000685
MTBLS661	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS661	thiol	http://purl.obolibrary.org/obo/CHEBI_29256
MTBLS661	Gene Deletion	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16606
MTBLS661	biosynthetic enzymes	
MTBLS661	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS661	Tuberculosis	http://www.orpha.net/ORDO/Orphanet_3389
MTBLS661	targeted metabolites	
MTBLS664	Malaria	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34797
MTBLS664	Biocrates Absolute IDQp180 kit	
MTBLS664	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS664	flow injection analysis	http://purl.obolibrary.org/obo/MS_1000058
MTBLS664	untargeted metabolites	
MTBLS664	targeted metabolites	
MTBLS665	Malaria	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34797
MTBLS665	Anti-malarial treatment	
MTBLS665	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS665	untargeted metabolites	
MTBLS667	aging	http://purl.obolibrary.org/obo/GO_0007568
MTBLS667	untargeted metabolites	
MTBLS667	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS669	Ductal Breast Carcinoma In Situ	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C2924
MTBLS669	untargeted metabolites	
MTBLS669	microfluidics	http://purl.bioontology.org/ontology/CSP/5005-0014
MTBLS669	hypoxia	http://www.ebi.ac.uk/efo/EFO_0009444
MTBLS669	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS669	breast cancer	http://purl.obolibrary.org/obo/DOID_1612
MTBLS672	Archaea	http://purl.obolibrary.org/obo/NCBITaxon_2157
MTBLS672	Cell Motility	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16404
MTBLS672	one-component system	
MTBLS672	signal transduction	http://purl.obolibrary.org/obo/GO_0007165
MTBLS672	Transcriptional Regulation	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C19077
MTBLS672	untargeted metabolites	
MTBLS672	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS673	Sudan grass	http://purl.bioontology.org/ontology/SNOMEDCT/318228008
MTBLS673	Fish flesh quality	
MTBLS673	fat deposition	http://www.radlex.org/RID/#RID5216
MTBLS673	untargeted metabolites	
MTBLS673	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS673	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS674	targeted metabolites	
MTBLS674	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS674	biomarker	http://purl.obolibrary.org/obo/CHEBI_59163
MTBLS674	Parkinson's disease	http://www.ebi.ac.uk/efo/EFO_0002508
MTBLS674	flow injection analysis mass spectrometry	
MTBLS674	tandem mass spectrometry	
MTBLS674	BiocrateIDQ p180 kit	
MTBLS687	Metabolomics	http://edamontology.org/topic_3172
MTBLS687	grassland	http://purl.obolibrary.org/obo/ENVO_00000106
MTBLS687	climate	http://purl.obolibrary.org/obo/ENVO_01001082
MTBLS687	soil	http://purl.obolibrary.org/obo/ENVO_00001998
MTBLS687	plant functional traits	
MTBLS687	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS687	untargeted metabolites	
MTBLS690	Type 2 Diabetes Mellitus	
MTBLS690	Pre-diabetes	http://purl.bioontology.org/ontology/MEDDRA/10036481
MTBLS691	Malaria	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34797
MTBLS691	Biocrates Absolute IDQp180 kit	
MTBLS691	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS691	flow injection analysis	http://purl.obolibrary.org/obo/MS_1000058
MTBLS691	targeted metabolites	
MTBLS693	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics
MTBLS693	volatile organic compound	http://purl.obolibrary.org/obo/CHEBI_134179
MTBLS693	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS693	Lipase	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C37988
MTBLS693	4-Decenal	http://purl.obolibrary.org/obo/CHEBI_90056
MTBLS693	RNA Interference	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20153
MTBLS694	Source	http://sweet.jpl.nasa.gov/2.3/reprSciComponent.owl#Source
MTBLS694	cross-platform	
MTBLS694	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS694	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS694	untargeted metabolomics	
MTBLS696	Macrophages	http://purl.bioontology.org/ontology/LNC/MTHU016340
MTBLS696	Helicobacter pylori	http://purl.bioontology.org/ontology/NCBITAXON/210
MTBLS696	Innate immunity	
MTBLS696	Cystathionine gamma-lyase	http://purl.bioontology.org/ontology/SNMI/F-6C870
MTBLS696	polyamine	http://purl.obolibrary.org/obo/CHEBI_88061
MTBLS696	untargeted metabolites	
MTBLS696	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS698	untargeted metabolites	
MTBLS698	liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000524
MTBLS698	Bioluminescence	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62655
MTBLS699	untargeted mwtabolites	
MTBLS699	light stress	
MTBLS699	gas chromatography time-of-flight mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000735
MTBLS703	cobalamin metabolic process	http://purl.obolibrary.org/obo/GO_0009235
MTBLS703	Diatoms	http://purl.bioontology.org/ontology/MESH/D017377
MTBLS703	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS703	untargeted metabolites	
MTBLS706	Glycolysis/Gluconeogenesis Pathway	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38818
MTBLS706	Trypanosoma	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125931
MTBLS706	kinetoplastid	http://purl.obolibrary.org/obo/BTO_0002502
MTBLS706	Fructose-1,6-Bisphosphatase 1	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C117102
MTBLS706	glycosome	http://purl.obolibrary.org/obo/GO_0020015
MTBLS706	glucose transporter, Leishmania	http://purl.bioontology.org/ontology/MESH/C115490
MTBLS706	Parasitic Diseases	http://phenomebrowser.net/ontologies/mesh/mesh.owl#D010272
MTBLS706	human african trypanosomiasis	http://www.ebi.ac.uk/efo/EFO_0005225
MTBLS706	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
MTBLS706	targeted metabolites	
MTBLS708	cobalamin metabolic process	http://purl.obolibrary.org/obo/GO_0009235
MTBLS708	Diatoms	http://purl.bioontology.org/ontology/MESH/D017377
MTBLS708	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS708	untargeted metabolites	
MTBLS720	Amino acid supplementation	http://purl.bioontology.org/ontology/RCD/Ub06I
MTBLS720	calf growth	
MTBLS720	Milk substitutes	http://purl.bioontology.org/ontology/UATC/V06DF
MTBLS720	Skeletal muscle	http://purl.bioontology.org/ontology/LNC/LA27779-0
MTBLS720	blood biochemistry	
MTBLS720	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS720	untargeted metabolites	
MTBLS723	CXCL12-activated CXCR4 signaling pathway	http://purl.obolibrary.org/obo/GO_0038160
MTBLS723	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS723	Danio rerio	http://purl.obolibrary.org/obo/NCBITaxon_7955
MTBLS723	Knock-Out Mouse	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14339
MTBLS723	ischemia reperfusion injury	http://www.ebi.ac.uk/efo/EFO_0002687
MTBLS723	Gene expression profile	http://edamontology.org/data_0928
MTBLS723	untargeted metabolites	
MTBLS724	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS724	untargeted metabolites	
MTBLS724	Diet	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15222
MTBLS724	third instar larva stage	http://www.ebi.ac.uk/efo/EFO_0002682
MTBLS737	Clear cell renal cell carcinoma	http://purl.obolibrary.org/obo/HP_0006770
MTBLS737	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS737	untargeted metabolites	
MTBLS750	myopathy	http://www.ebi.ac.uk/efo/EFO_0004145
MTBLS750	targeted metabolites	
MTBLS750	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS750	skeletal muscle	http://purl.obolibrary.org/obo/BTO_0001103
MTBLS750	Endoplasmic Reticulum Stress	http://www.ebi.ac.uk/efo/EFO_1001886
MTBLS751	polymyxin	http://purl.obolibrary.org/obo/CHEBI_59062
MTBLS751	Metabolomics	http://bioontology.org/ontologies/ResearchArea.owl#Metabolomics
MTBLS751	Transcriptomics	http://edamontology.org/topic_3308
MTBLS751	liquid chromatography mass spectrum	http://purl.obolibrary.org/obo/CHMO_0001832
MTBLS752	spiking	http://purl.obolibrary.org/obo/CHMO_0002852
MTBLS752	environmental food contaminant	http://purl.obolibrary.org/obo/CHEBI_78299
MTBLS752	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS752	untargeted metabolites	
MTBLS752	Food Safety	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26037
MTBLS752	XCMS	http://purl.obolibrary.org/obo/MS_1001582
MTBLS754	spiking	http://purl.obolibrary.org/obo/CHMO_0002852
MTBLS754	environmental food contaminant	http://purl.obolibrary.org/obo/CHEBI_78299
MTBLS754	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS754	untargeted metabolites	
MTBLS754	Food Safety	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26037
MTBLS754	XCMS	http://purl.obolibrary.org/obo/MS_1001582
MTBLS756	untargeted metabolites	
MTBLS756	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS756	Solid Phase Extraction	http://purl.bioontology.org/ontology/MESH/D052616
MTBLS757	Lipidomics	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C153193
MTBLS757	lipidomics analysis software	http://purl.obolibrary.org/obo/MS_1002964
MTBLS757	untargeted metabolites	
MTBLS757	immortal cell line cell	http://purl.obolibrary.org/obo/CL_0000002
MTBLS761	galactose	http://purl.obolibrary.org/obo/CHEBI_28260
MTBLS761	magic angle spinning nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000615
MTBLS761	untargeted metabolites	
MTBLS762	lipid	http://purl.obolibrary.org/obo/CHEBI_18059
MTBLS762	antiviral drug	http://purl.obolibrary.org/obo/CHEBI_36044
MTBLS762	sterol regulatory element-binding protein	http://purl.obolibrary.org/obo/PR_000028988
MTBLS762	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS762	untargeted metabolites	
MTBLS763	Broiler Chicken	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C76362
MTBLS763	Chick	
MTBLS763	Postnatal stressful events	
MTBLS763	Stress	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C35041
MTBLS763	Metabolomics	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C49019
MTBLS763	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS763	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS763	untargeted metabolites	
MTBLS767	Phytoplankton	http://www.owl-ontologies.com/unnamed.owl#Phytoplankton
MTBLS767	virus-host interaction	http://purl.obolibrary.org/obo/GO_0019048
MTBLS767	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS767	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS767	untargeted metabolites	
MTBLS767	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS767	plaque assay	http://purl.bioontology.org/ontology/CSP/0415-4488
MTBLS769	untargeted metabolites	
MTBLS769	Phytoplankton	http://www.owl-ontologies.com/unnamed.owl#Phytoplankton
MTBLS769	matrix-assisted laser desorption-ionisation imaging mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000054
MTBLS769	virus-host interaction	http://purl.obolibrary.org/obo/GO_0019048
MTBLS769	plaque assay	http://purl.bioontology.org/ontology/CSP/0415-4488
MTBLS769	Liquid Microjunction-Surface Sampling Probe/Electrospray Ionization imaging mass spectrometry	
MTBLS770	untargeted metabolites	
MTBLS770	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS770	behavioral symptom	http://purl.obolibrary.org/obo/SYMP_0019182
MTBLS770	parasitic infection	http://www.ebi.ac.uk/efo/EFO_0001067
MTBLS771	spiking	http://purl.obolibrary.org/obo/CHMO_0002852
MTBLS771	environmental food contaminant	http://purl.obolibrary.org/obo/CHEBI_78299
MTBLS771	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS771	untargeted metabolites	
MTBLS771	Food Safety	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26037
MTBLS772	spiking	http://purl.obolibrary.org/obo/CHMO_0002852
MTBLS772	environmental food contaminant	http://purl.obolibrary.org/obo/CHEBI_78299
MTBLS772	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS772	untargeted metabolites	
MTBLS772	Food Safety	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26037
MTBLS773	untargeted metabolites	
MTBLS773	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
MTBLS773	flavonoids	http://purl.obolibrary.org/obo/CHEBI_72544
MTBLS773	anthocyanin	http://purl.obolibrary.org/obo/CHEBI_38697
MTBLS773	flavonols	http://purl.obolibrary.org/obo/CHEBI_28802
MTBLS773	climate	http://purl.obolibrary.org/obo/ENVO_01001082
MTBLS773	temperature	http://www.ebi.ac.uk/efo/EFO_0001702
MTBLS773	short day length regimen	http://purl.obolibrary.org/obo/EO_0007200
MTBLS773	long day length regimen	http://purl.obolibrary.org/obo/EO_0007199
MTBLS773	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS780	Strain	http://purl.jp/bio/01/mccv#MCCV_000002
MTBLS780	multi-omic 	
MTBLS780	Platform strain	
MTBLS780	resistance to stress	http://purl.obolibrary.org/obo/FYPO_0002046
MTBLS780	Geno-to-phenotype association	
MTBLS788	Drug Discovery	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15802
MTBLS788	untargeted metabolites	
MTBLS788	liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000524
MTBLS789	mode of action	http://www.bioassayontology.org/bao#BAO_0000074
MTBLS789	Aminotransferase inhibitor	http://purl.bioontology.org/ontology/SNOMEDCT/734564002
MTBLS789	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS789	untargeted metabolites	
MTBLS793	Trypanosoma brucei	http://purl.obolibrary.org/obo/NCBITaxon_5691
MTBLS793	Sodalis glossinidius	http://purl.bioontology.org/ontology/NCBITAXON/63612
MTBLS793	symbiosis, encompassing mutualism through parasitism	http://purl.obolibrary.org/obo/GO_0044403
MTBLS793	response to starvation	http://purl.obolibrary.org/obo/GO_0042594
MTBLS793	untargeted metabolites	
MTBLS793	liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000524
MTBLS803	gut microbiome measurement	http://www.ebi.ac.uk/efo/EFO_0007874
MTBLS803	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS803	untargeted metabolites	
MTBLS821	Malaria	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34797
MTBLS821	Biocrates Absolute IDQp180 kit	
MTBLS821	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS821	flow injection analysis	http://purl.obolibrary.org/obo/MS_1000058
MTBLS821	targeted metabolites	
MTBLS822	Malaria	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34797
MTBLS822	Biocrates Absolute IDQp180 kit	
MTBLS822	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS822	flow injection analysis	http://purl.obolibrary.org/obo/MS_1000058
MTBLS822	targeted metabolites	
MTBLS824	Malaria	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34797
MTBLS824	Biocrates Absolute IDQp180 kit	
MTBLS824	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS824	flow injection analysis	http://purl.obolibrary.org/obo/MS_1000058
MTBLS824	targeted metabolites	
MTBLS826	method development	http://purl.bioontology.org/ontology/CSP/4001-0081
MTBLS826	untargeted metabolites	
MTBLS826	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS826	Seawater	http://purl.bioontology.org/ontology/MESH/D012623
MTBLS839	method development	http://purl.bioontology.org/ontology/CSP/4001-0081
MTBLS839	untargeted metabolites	
MTBLS839	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS839	Seawater	http://purl.bioontology.org/ontology/MESH/D012623
MTBLS843	method development	http://purl.bioontology.org/ontology/CSP/4001-0081
MTBLS843	untargeted metabolites	
MTBLS843	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS843	Seawater	http://purl.bioontology.org/ontology/MESH/D012623
MTBLS844	method development	http://purl.bioontology.org/ontology/CSP/4001-0081
MTBLS844	untargeted metabolites	
MTBLS844	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS844	Seawater	http://purl.bioontology.org/ontology/MESH/D012623
MTBLS848	method development	http://purl.bioontology.org/ontology/CSP/4001-0081
MTBLS848	untargeted metabolites	
MTBLS848	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS848	Seawater	http://purl.bioontology.org/ontology/MESH/D012623
MTBLS849	method development	http://purl.bioontology.org/ontology/CSP/4001-0081
MTBLS849	untargeted metabolites	
MTBLS849	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS849	Seawater	http://purl.bioontology.org/ontology/MESH/D012623
