studyID	Study Factor Name	Study Factor Type	Study Factor Type Term Accession Number	Definition
		role	http://purl.obolibrary.org/obo/snap_Role	A realizable entity [snap:RealizableEntity] the manifestation of which brings about some result or end that is not essential to a continuant [snap:Continuant] in virtue of the kind of thing that it is but that can be served or participated in by that kind of continuant [snap:Continuant] in some kinds of natural, social or institutional contexts.
		role	http://purl.obolibrary.org/obo/IDOMAL_0000001	A realizable entity the manifestation of which brings about some result or end that is not essential to a continuant entity in virtue of the kind of thing that it is, but that can be served or participated in by that kind of continuant entity in some kinds of natural, social or institutional contexts.
		Role	http://www.w3.org/ns/prov#Role	
		role	http://semanticscience.org/resource/SIO_000016	A role is a realizable entity that describes behaviours, rights and obligations of an entity in some particular circumstance.
		Role	http://purl.obolibrary.org/obo/OMIT_0013286	
		role	http://www.bioassayontology.org/bao#BAO_0002929	
MTBLS404	Sampling	Sampling		
		sampling	http://semanticscience.org/resource/SIO_001049	sampling is the act of obtaining a sample, whether through selection, collection or preparation.
		Sampling	http://purl.obolibrary.org/obo/NCIT_C25662	The selection and obtaining of small representative quantities of biological material for the purpose of analysis; also, in biomedical statistics, sampling is the selection and implementation of statistical observations in order to estimate properties of an underlying population; also, in environmental science, the collection of representative specimens analyzed to characterize site conditions.
		Sampling	http://www.cropontology.org/rdf/CO_357:1000022	Individuals sampling for a specific study
MTBLS404	Osmolality	Osmolality	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C89824	
		osmolality	http://purl.obolibrary.org/obo/PATO_0002027	A concentration quality inhering in a bearer by virtue of the bearer's amount of osmoles of solute per kilogram of solvent.
		Osmolality	http://purl.obolibrary.org/obo/NCIT_C89824	The concentration of osmoles of solute per kilogram of solvent present in a sample.
MTBLS404	Batch	block	http://www.ebi.ac.uk/efo/EFO_0005067	
		Batch	http://purl.obolibrary.org/obo/NCIT_C67073	A quantity of people or things treated or regarded as a group, especially when subdivided from a larger group.
MTBLS404	Subset	Subset		
		Subset	http://www.geneontology.org/formats/oboInOwl#Subset	
		subset	http://edamontology.org#subset	
		subset	http://semanticscience.org/resource/subset	
		subset	http://purl.obolibrary.org/obo/FBcv_0000653	Restricted to unknown subtype(s) of a specified type.
		subset	http://rdfs.org/ns/void#subset	
		subset	http://purl.obolibrary.org/obo/MI_2179	
MTBLS405	Medium	HeLa medium	http://purl.org/obo/owl/IEV#IEV_0000312	
		medium	http://purl.obolibrary.org/obo/sep_00037	A medium is a substance role which an intervening substance through which something else is transmitted or carried on.
		medium	http://purl.bioontology.org/ontology/npo#NPO_1853	
		Medium	http://purl.obolibrary.org/obo/NCIT_C48164	A substance holding another substance in solution or suspension.
		Medium	http://purl.obolibrary.org/obo/NCIT_C49507	Mid-way between small and large in number, quantity, magnitude or extent.
MTBLS408	Batch	block	http://www.ebi.ac.uk/efo/EFO_0005067	
		Batch	http://purl.obolibrary.org/obo/NCIT_C67073	A quantity of people or things treated or regarded as a group, especially when subdivided from a larger group.
MTBLS409	replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
MTBLS410	replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
MTBLS411	Lactating	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
		Lactating	http://purl.obolibrary.org/obo/NCIT_C82463	An indication that the subject is currently producing milk.
MTBLS411	Multiparous	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
		multiparous	http://purl.obolibrary.org/obo/PATO_0002369	A viviparous organism that has given birth two or more times.
MTBLS412	Cell seeding density	Cell Density	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C120538	
		cell seeding density	http://purl.obolibrary.org/obo/MSIO_0000062	Cell seeding density is a measurement datum which denotes the number of cells per surface area in the case of adherent cells or number of cells per volume in the case of free cells deposited in the culture vessel to start a cell culture. The cell seeding density is therefore stated in number of cells per cm2 or number of cells per ml.
MTBLS412	Medium	Growth Medium	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85504	
		medium	http://purl.obolibrary.org/obo/sep_00037	A medium is a substance role which an intervening substance through which something else is transmitted or carried on.
		medium	http://purl.bioontology.org/ontology/npo#NPO_1853	
		Medium	http://purl.obolibrary.org/obo/NCIT_C48164	A substance holding another substance in solution or suspension.
		Medium	http://purl.obolibrary.org/obo/NCIT_C49507	Mid-way between small and large in number, quantity, magnitude or extent.
MTBLS412	Abundance	Abundance	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C70589	
		Abundance	http://purl.obolibrary.org/obo/NCIT_C70589	Relative degree of plentifulness.
MTBLS414	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
MTBLS414	Subject	Study Subject	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41189	
		subject	http://purl.org/dc/elements/1.1/subject	
		subject	http://purl.org/dc/terms/subject	
		Subject	http://purl.obolibrary.org/obo/NCIT_C48910	Some matter, situation, or event that is thought about, written about, or discussed.
MTBLS417	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
		Gender	http://scdontology.h3abionet.org/ontology/SCDO_0001341	The respondent's self-conception of being male or female.
		Gender	http://purl.obolibrary.org/obo/GAZ_00325165	A river.
		Gender	http://purl.obolibrary.org/obo/NCIT_C17357	The assemblage of properties that distinguish people on the basis of the societal roles expected for the two sexes.
MTBLS419	compound	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	
		Compound	http://purl.obolibrary.org/obo/CDAO_0000055	
		Compound	http://purl.obolibrary.org/obo/NCIT_C43366	A substance formed by chemical union of two or more elements or ingredients in definite proportion by weight.
MTBLS422	Sex	sex	http://purl.obolibrary.org/obo/PATO_0000047	
		sex	http://purl.obolibrary.org/obo/FBcv_0000332	Qualifier that relates the expression of a phenotype to the sex of the individual.
		Sex	http://purl.obolibrary.org/obo/OMIT_0013619	
		Sex	http://purl.obolibrary.org/obo/NCIT_C28421	The assemblage of physical properties or qualities by which male is distinguished from female; the physical difference between male and female; the distinguishing peculiarity of male or female.
		SEX	http://www.cropontology.org/rdf/CO_357:0000078	
		sex	http://purl.obolibrary.org/obo/PATO_0000047	The assemblage of physical properties or qualities by which male is distinguished from female; the physical difference between male and female; the distinguishing peculiarity of male or female.
MTBLS425	Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		time	http://purl.obolibrary.org/obo/PATO_0000165	A quality in which events occur in sequence.
		time	http://purl.obolibrary.org/obo/ExO_0000070	
		Time	http://www.cropontology.org/rdf/Time	
		time	http://purl.org/obo/owl/PATO#PATO_0000165	A quality in which events occur in sequence.
		Time	http://purl.obolibrary.org/obo/OMIT_0014839	
		time	http://www.ebi.ac.uk/efo/EFO_0000721	
		Time	http://purl.obolibrary.org/obo/WBbt_0005765	concerns with temporal aspects of cells and anatomical parts, e.g. development
		Time	http://purl.obolibrary.org/obo/NCIT_C25207	The continuum of experience in which events pass from the future through the present to the past.
		time	http://biomodels.net/SBO/SBO_0000345	"Fundmental quantity of the measuring system used to sequence events, to compare the durations of events and the intervals between them, and to quantify the motions or the transformation of entities. The SI base unit for time is the SI second. The second is the duration of
9,192,631,770 periods of the radiation corresponding to the transition
between the two hyperfine levels of the ground state of the caesium 133
atom."
MTBLS426	Sex	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
		sex	http://purl.obolibrary.org/obo/FBcv_0000332	Qualifier that relates the expression of a phenotype to the sex of the individual.
		Sex	http://purl.obolibrary.org/obo/OMIT_0013619	
		Sex	http://purl.obolibrary.org/obo/NCIT_C28421	The assemblage of physical properties or qualities by which male is distinguished from female; the physical difference between male and female; the distinguishing peculiarity of male or female.
		SEX	http://www.cropontology.org/rdf/CO_357:0000078	
		sex	http://purl.obolibrary.org/obo/PATO_0000047	The assemblage of physical properties or qualities by which male is distinguished from female; the physical difference between male and female; the distinguishing peculiarity of male or female.
MTBLS426	Diet	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		diet	http://purl.obolibrary.org/obo/zeco.owl/ZECO_0000112	Experimental condition where the food of the zebrafish is manipulated in some way.
		Diet	http://purl.obolibrary.org/obo/OMIT_0005302	
		Diet	http://purl.obolibrary.org/obo/NCIT_C15222	The customary allowance of food and drink taken by a person or an animal from day to day, particularly one especially planned to meet specific requirements of the individual, including or excluding certain items of food; a prescribed course of eating and drinking in which the amount and kind of food, as well as the times at which it is to be taken, are regulated for therapeutic purposes or selected with reference to a particular state of health.
		diet	http://www.ebi.ac.uk/efo/EFO_0002755	The customary allowance of food and drink taken by a person or an animal from day to day, particularly one especially planned to meet specific requirements of the individual, including or excluding certain items of food; a prescribed course of eating and drinking in which the amount and kind of food, as well as the times at which it is to be taken, are regulated for therapeutic purposes or selected with reference to a particular state of health.
		diet	http://purl.obolibrary.org/obo/XCO_0000013	The food and drink consumed by an organism day to day.
MTBLS432	inflammation	colitis score		
		inflammation	http://purl.obolibrary.org/obo/SYMP_0000061	TO DO
		Inflammation	http://purl.obolibrary.org/obo/OMIT_0008376	
		Inflammation	http://purl.obolibrary.org/obo/NCIT_C3137	A localized protective response resulting from injury or destruction of tissues. Inflammation serves to destroy, dilute, or wall off both the injurious agent and the injured tissue. In the acute phase, inflammation is characterized by the signs of pain, heat, redness, swelling, and loss of function. Histologically, inflammation involves a complex series of events, including dilatation of arterioles, capillaries, and venules, with increased permeability and blood flow; exudation of fluids, including plasma proteins; and leukocyte migration into the site of inflammation.
		inflammation	http://purl.obolibrary.org/obo/MPATH_212	A tissue reaction to an internal or external injury.
		inflammation	http://purl.obolibrary.org/obo/MP_0001845	Aberrant reaction of the microcirculation characterized by movement of fluid and leukocytes from the blood into extravascular tissues.
MTBLS433	Region	Region	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41129	
		region	http://purl.obolibrary.org/obo/SO_0000001	A sequence_feature with an extent greater than zero. A nucleotide region is composed of bases and a polypeptide region is composed of amino acids.
		region	http://purl.obolibrary.org/obo/ancestro_0002	
		region	http://purl.obolibrary.org/obo/HANCESTRO_0002	
		region	http://www.geneontology.org/formats/oboInOwl#region	
		Region	http://purl.obolibrary.org/obo/NCIT_C41129	An area or portion of something with more or less definite boundaries designed or specified according to some established biological, administrative, economic, demographic, etc. criteria.
		Region	http://biohackathon.org/resource/faldo#Region	A region describes a length of sequence with a start position and end position that represents a feature on a sequence, e.g. a gene.
		region	http://purl.obolibrary.org/obo/hancestro_0002	
MTBLS433	Variety	Variety	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62709	
		Variety	http://purl.obolibrary.org/obo/NCIT_C62709	In botanical nomenclature, a rank below subspecies but above forma.
