Study Submission Date	MTBLS ID	Study Type	Species	Study Publication Date	Status	Submitter Name	Place Holder	WND	Assigned to	Isatab completeness	Metabolites Added	Additional files	Paper	PMID/DOI	Data in repository	Last Updated Date	Google Drive folder Name	Validation	Author feedback	COSMOS / PhenoMeNal partner study?	Blue?	Light Purple 3?	ChEBI/MAF update required	Current Status	Additional Notes	Size (MB)	Accumalated size	Month since Jan 2012	Average size of studies:	26130	935
2017-08-25	MTBLS517	HPLC-LTQ-MS	Macaca mulatta;Plasmodium cynomolgi	2017-12-01	Public	Jessica Kissinger			Keeva	Done	Yes - Partial				Full	2019-03-08	MTBLS517 - 20171106	Passes	In contact						In contact with Mustafa - MAF needs updated when can auto add ChEBI entries	654,301.95	15,159,677	68			
2017-08-08	MTBLS518	HPLC-LTQ-MS	Homo sapiens;Macaca mulatta;Plasmodium cynomolgi	2017-09-25	Public	Jessica Kissinger			Keeva	Done	Yes - Partial				Full	2019-03-08	MTBLS518 - 20171128	Passes	In contact						In contact with Mustafa - MAF needs updated when can auto add ChEBI entries	710,022.52	15,869,699	68			
2017-08-08	MTBLS519	GC-Q-MS	Kalanchoe fedtschenkoi	2018-01-09	Public	Nancy Engle			Xuefei	Done	Yes - Full		Pubmed link		Full	2018-01-09	MTBLS519 - 20180109	Passes	In contact		1					202.29	15,869,902	68			
2017-08-09	MTBLS520	UPLC-QTOF-MS	Rhytidiadelphus squarrosus;Marchantia polymorpha s. l.;Calliergonella cuspidata;Calliergonella cuspidata;Fissidens taxifolius;Polytrichum strictum;Brachythecium rutabulum;Grimmia pulvinata;Plagiomnium undulatum	2018-06-18	Public	Kristian Peters		L	Keeva	Done	Yes - Partial		DOI	10.1002/ece3.4361	Full	2018-08-10					1					20,669.30	15,890,571	68			
2017-08-11	MTBLS521	UPLC-QTOF-MS	Gossypium hirsutum	2018-08-10	Submitted	Hui Lu		RL								2017-08-11										0.07	15,890,571	68			
2017-08-11	MTBLS522	GC-TQ-MS	Rattus norvegicus	2018-10-11	Public	Rossarin Tansawat			Mark	Done	Yes - Full				Full	2018-10-11	MTBLS522-20180810_LEG	Passes			1					2,309.43	15,892,880	68			
2017-08-11	MTBLS523	HPLC-LTQ-MS	Heligmosomoides polygyrus	2018-08-13	Public	James MacRae			Mark	Done	Yes - No data		Pubmed link	29024642	Full	2018-08-13	MTBLS523-20180813_LEG	Passes			1					4,643.17	15,897,524	68			
2017-08-11	MTBLS524	NMR	Homo sapiens	2018-08-14	Public	Mohamed Nawfal Triba			Mark	Done	Yes - No data		Pubmed link	28837579	Full	2018-08-14	MTBLS524-20180813_LEG	Passes			1					54.03	15,897,578	68			
2017-08-13	MTBLS525	UPLC-QTOF-MS/MS	Burkholderia thailandensis;Chromobacterium violaceum;Pseudomonas syringae	2017-10-26	Public	John Chodkowski		L	Mark	Done	Yes - Full		Pubmed link	29152587	Full	2017-10-26	MTBLS525 - 20170929	Passes	In contact		1					22,260.31	15,919,838	68			
2017-08-14	MTBLS526	GC-Q-MS	Lemna paucicostata	2018-09-11	Public	Hyung-Kyoon Choi			Mark	Done	Yes - Full		Pubmed link	29099862	Full	2018-09-11	MTBLS526-20180910_LEG	Passes			1					446.33	15,920,284	68			
2017-08-17	MTBLS527	GC-TOF-MS;UPLC-QTOF-MS	Mus musculus	2018-09-14	Public	Eun Sung Jung			Mark	Done	Yes - Partial		Pubmed link	29117187	Full	2018-09-14	MTBLS527-20180911_LEG				1					2,901.08	15,923,185	68			
2017-08-21	MTBLS528	HPLC-LTQ-MS	Arabidopsis thaliana	2018-04-03	Public	Takayuki Tohge			Mark	Done	Yes - Full		Pubmed link	29611844	Full	2018-04-03	MTBLS528 - 20180328	Passes	In contact		1					35,225.43	15,958,411	68			
2017-08-25	MTBLS529	HPLC-LTQ-MS	Lolium perenne	2019-03-01	Public	Arvind Subbaraj	1	L	Mark	Done	No				Full	2019-03-01	MTBLS529-20190218	Passes	In contact		1					830,064.61	16,788,475	68			
2017-08-28	MTBLS530	LC-TOF-MS	Mus musculus	2017-09-05	Public	Tal Nuriel			Mark	Done	Yes - Full		Pubmed link	29133888	Full	2017-10-09	MTBLS530 - 20170831	Passes	In contact		1					997.51	16,789,473	68			
2017-08-29	MTBLS531	HPLC-QTOF-MS/MS	Glycine max	2018-09-20	Public	Sun Tae Kim			Mark	Done	Yes - Full		Pubmed link	29457974	Full	2018-09-20	MTBLS531-20180917_LEG	Passes			1					1,316.82	16,790,790	68			
2017-09-01	MTBLS532	GC-Q-MS	Eisenia fetida	2018-09-17	Public	Joseph Gillis			Mark	Done	Yes - No data		Thesis	https://www.researchgate.net/profile/Dan_Gillis/publication/326044413_Assessment_of_emerging_organic_contaminant_toxicity_to_the_earthworm_Eisenia_fetida_using_GC-MS_metabolomics/links/5b35192ca6fdcc8506db522c/Assessment-of-emerging-organic-contaminant-toxicity-to-the-earthworm-Eisenia-fetida-using-GC-MS-metabolomics.pdf	Full	2018-09-17	MTBLS532-20180917_LEG	Passes			1					4,192.52	16,794,982	69			
2017-09-05	MTBLS533	LC-LTQ-MS	Homo sapiens	2017-11-01	Submitted	Fabao Liu		PR - Metabolon					Pubmed link	29058718		2017-10-25										2.30	16,794,985	69			
2017-09-07	MTBLS534	Insufficient data supplied		2018-09-07	Submitted	xiaoshi wei										2017-09-07										45.59	16,795,030	69			
2017-09-09	MTBLS535	GC-Q-MS;HPLC-QTOF-MS	Mycoplasma bovis;Mycoplasma gallisepticum	2017-10-10	Public	Yumiko Masukagami		L	Mark	Done	Yes - No data		Pubmed link	29034329	Full	2017-10-10	MTBLS535 - 20171010	Passes	In contact		1					410.43	16,795,441	69			
2017-09-11	MTBLS536	HPLC-LTQ-MS	Homo sapiens;Macaca mulatta;Plasmodium coatneyi	2017-10-22	Public	Jessica Kissinger			Keeva							2019-03-11										23,152.46	16,818,593	69			
2017-09-12	MTBLS537	GC-TOF-MS	Gallus gallus	2018-09-12	Submitted	Takumi Ogawa		PLTD								2017-09-12										299.16	16,818,892	69			
2017-09-13	MTBLS538	GC-Q-MS	Acropora aspera;Symbiodinium sp. ex Acropora aspera	2018-12-04	Public	Katie Hillyer			Mark	Done	Yes - No data		DOI	10.1007/s11306-017-1306-8	Full	2018-12-04	MTBLS538-20180921_LEG	Passes	In contact		1					1,887.07	16,820,779	69			
2017-09-13	MTBLS539	UPLC-QTOF-MS/MS;NMR;MAS-NMR	C57BL/6J	2018-09-27	Public	Jueun Lee			Mark	Done	Yes - No data		Pubmed link	29051579	Full	2018-09-27	MTBLS539-20180920_LEG	Passes			1					6,159.63	16,826,939	69			
2017-09-13	MTBLS540	NMR	Homo sapiens	2018-07-23	Public	Andrea Rodriguez			Mark	Done	Yes - No data		Pubmed link	28937204	Full	2018-07-23	MTBLS540-20180720_LEG	Passes	In contact		1					10,390.07	16,837,329	69			
2017-09-23	MTBLS541	NMR	Homo sapiens	2018-08-13	Public	Marie Margaret Phelan		L	Mark	Done	Yes - Full				Full	2018-08-13	MTBLS541-20180720_LEG	Passes	In contact		1					86.67	16,837,416	69			
2017-09-26	MTBLS542	HPLC-LTQ-MS	Homo sapiens;Macaca mulatta;Plasmodium coatneyi	2017-12-11	Public	Jessica Kissinger			Keeva							2019-03-08										380,564.76	17,217,980	69			
2017-09-29	MTBLS543	NMR	Equus caballus	2018-07-20	Public	Marie Margaret Phelan			Mark	Done	Yes - Full		DOI	10.1021/acs.jproteome.8b00190	Full	2018-07-20	MTBLS543 - 20180720_LEG		In contact		1					16.70	17,217,997	69			
2017-09-29	MTBLS544	LC-QTOF-MS	Leucanthemum vulgare;Knautia arvensis;Centaurea jacea;Plantago lanceolata	2019-05-11	Submitted	Christian Ristok, Steffen Neumann										2018-05-23										11.23	17,218,008	69			
2017-10-03	MTBLS545	GC-TOF-MS	Mus musculus	2017-11-23	Public	Xiaojiao Zheng		L	Mark	Done	Yes - Full		Pubmed link	29241453	Full	2017-11-23	MTBLS545 - 20171120_LEG	Passes	In contact		1					363.47	17,218,372	70			
2017-10-03	MTBLS546	GC-TOF-MS	Mus musculus	2017-11-23	Public	Xiaojiao Zheng		L	Mark	Done	Yes - Full		Pubmed link	29241453	Full	2017-11-23	MTBLS546 - 20171120_LEG	Passes	In contact		1					343.97	17,218,716	70			
2017-10-04	MTBLS547	UPLC-TQ-MS	Mus musculus	2017-11-23	Public	Xiaojiao Zheng		L	Mark	Done	Yes - Full		Pubmed link	29241453	Full	2017-11-23	MTBLS547 - 20171120_LEG	Passes	In contact		1					37.48	17,218,753	70			
2017-10-04	MTBLS548	UPLC-QTOF-MS	Mus musculus	2017-11-23	Public	Xiaojiao Zheng		L	Mark	Done	Yes - Full		Pubmed link	29241453	Full	2017-11-23	MTBLS548 - 20171120_LEG	Passes	In contact		1					1,083.05	17,219,836	70			
2017-10-04	MTBLS549	HPLC-LTQ-MS/MS	Homo sapiens	2018-12-09	In Review	Takayuki Teruya			Mark	Done	Yes - Full				Full	2018-10-09	MTBLS549-20180927_LEG	Passes			1					9,666.74	17,229,503	70			
2017-10-06	MTBLS550	UPLC-QTOF-MS	Brassica oleracea	2018-10-05	Submitted	Maria Tortosa		ML	Mark	Done			Pubmed link	29315593	Full	2018-10-10	MTBLS550-20181009_LEG	Passes							Similar to MTBLS460. MAF and publication still needed.	937.20	17,230,440	70			
2018-07-25	MTBLS551		Homo sapiens	2019-07-25	Submitted	MRC-NIHR National Phenome Centre	1									2018-07-25										0.02	17,230,440	79			
2017-10-07	MTBLS552	GC-Q-MS;HPLC-LTQ-MS/MS	Homo sapiens	2018-10-16	Public	TUSHAR MORE			Mark	Done	Yes - No data		Pubmed link	29416801	Full	2018-10-16	MTBLS552-20181012_LEG	Passes			1					6,262.84	17,236,703	70			
2017-10-07	MTBLS553	UPLC-QTOF-MS/MS	Glycine max;Brassica napus;reference compound;Arabidopsis thaliana;Streptomyces viridochromogenes;Triticum aestivum;Brassica juncea	2017-12-05	Public	Bastien Christ			Mark	Done	Yes - No data		Pubmed link		Full	2017-12-05	MTBLS553 - 20171130	Passes	In contact		1					33,681.81	17,270,385	70			
2017-10-10	MTBLS554	UPLC-LTQ-MS	Bos taurus	2018-02-22	Public	Beata Pomian			Mark	Done	Yes - No data		Pubmed link	29649241	Full	2018-02-22	MTBLS554 - 20180216	Passes	In contact		1					16,307.44	17,286,692	70			
2017-10-13	MTBLS555	HPLC-QTOF-MS	Arabidopsis thaliana	2018-10-16	Public	Richard Jacoby			Keeva	Done	Yes - Partial		Pubmed link	29457542	Full	2018-10-16	MTBLS555-20181016_LEG	Passes	In contact		1				No metabolites identified but submitter has added the list of m/z features to the MAF file	713.38	17,287,406	70			
2018-07-25	MTBLS556		Homo sapiens	2019-07-25	Submitted	MRC-NIHR National Phenome Centre	1									2018-07-25										0.02	17,287,406	79			
2017-10-18	MTBLS557	GC-TQ-MS	Brassica oleracea	2018-10-15	Submitted	Steffen Neumann							DOI			2017-10-22										1.16	17,287,407	70			
2017-10-19	MTBLS558	HPLC-LTQ-MS/MS	Homo sapiens	2018-08-13	Public	Stephanie Herman			Keeva	Done	Yes - No data		DOI	10.7150/thno.26249	Full	2018-08-13	MTBLS558-20181016_LEG	Passes	Awaiting		1					199,228.15	17,486,635	70			
2017-10-19	MTBLS559	UPLC-QTOF-MS	Nicotiana tabacum	2018-10-17	Public	Fidele Tugizimana			Mark	Done	Yes - No data		Pubmed link	29187153	Full	2018-10-17	MTBLS559-20181016_LEG	Passes			1					9,064.22	17,495,699	70			
2017-10-24	MTBLS560	NMR	Gallus gallus	2018-05-02	Public	Stephane Beauclercq			Keeva	Done	Yes - Full		Pubmed link		Full	2018-05-02	MTBLS560 - 20180501	Passes	In contact		1					138.59	17,495,838	70			
2017-10-24	MTBLS561	UPLC-LTQ-MS/MS	Bos taurus	2018-02-22	Public	Beata Pomian			Mark	Done	Yes - No data		Pubmed link	29649241	Full	2018-02-22	MTBLS561 - 20180216	Passes	In contact		1					16,495.25	17,512,333	70			
2017-10-27	MTBLS562	UPLC-QTOF-MS/MS	Mus musculus	2018-08-03	Public	jia tu		M	Mark	Done	Yes - Full		DOI	10.1007/s11306-017-1304-x	Full	2018-08-03	MTBLS562-20180803_LEG	Passes			1				See also MTBLS495 for -ve assay	8,843.77	17,521,177	70			
2017-10-27	MTBLS563	NMR	Homo sapiens	2018-11-01	Submitted	Marie Margaret Phelan		TDL	Mark	Done	Yes - Full				Full	2018-07-20	MTBLS563-20180720_LEG	Passes	In contact		1					79.37	17,521,256	70			
2017-11-01	MTBLS564	NMR	Homo sapiens	2018-10-11	Public	Marie Margaret Phelan			Mark	Done	Yes - Full				Full	2018-10-11	MTBLS564-20180720_LEG	Passes	In contact		1					40.95	17,521,297	71			
2018-07-25	MTBLS565		Homo sapiens	2019-07-25	Submitted	MRC-NIHR National Phenome Centre	1									2018-07-25										0.02	17,521,297	79			
2017-11-02	MTBLS566	UPLC-LTQ-MS	Rhodiola rosea	2018-01-25	Public	Tomas Pluskal			Keeva	Done	Yes - No data		Pubmed link		Full	2018-10-18	MTBLS566-20181018_LEG	Passes	In contact		1					34.09	17,521,331	71			
2017-11-06	MTBLS567	LC-LTQ-MS/MS	Prochlorococcus	2018-10-23	Public	Krista Longnecker		L	Mark	Done	Yes - Full				Full	2018-10-23	MTBLS567-20181018_LEG	Passes	In contact		1					302.53	17,521,634	71			
2017-11-09	MTBLS568			2018-11-09	Submitted	Qun Liu										2017-11-09										5.11	17,521,639	#REF!			
2018-07-25	MTBLS569		Homo sapiens	2019-07-25	Submitted	MRC-NIHR National Phenome Centre	1																			0.02	17,521,639	71			
2017-11-14	MTBLS570	HPLC-LTQ-MS	Mus musculus;reference compound;solvent	2018-03-13	Public	Kevin Rattigan			Mark	Done	Yes - Full		Pubmed link		Full	2018-03-15	MTBLS570 - 20180315	Passes	In contact		1					9,043.00	17,530,682	71			
2017-11-14	MTBLS571	HPLC-QTOF-MS/MS	Skeletonema marinoi	2018-10-23	Public	GÃ¶ran Nylund			Mark	Done	Yes - Full		Pubmed link	29599523	Full	2018-10-23	MTBLS571-20181022_LEG	Passes			1					4,709.11	17,535,391	71			
2017-11-14	MTBLS572	HPLC-QTOF-MS/MS	Escherichia coli	2018-03-08	Public	Tao Huan			Mark	Done	Yes - No data		Pubmed link		Full	2018-03-08	MTBLS572 - 20180308	Passes	In contact		1					6,036.12	17,541,427	71			
2017-11-17	MTBLS573	UPLC-QTOF-MS	Gossypium hirsutum	2018-11-16	In Review	Hui Lu			Mark	Done	Yes - Full		DOI (preprint)	10.20944/preprints201809.0058.v1	Full	2018-10-23	MTBLS573-20181023_LEG	Passes			1					25,322.22	17,566,749	71			
2017-11-21	MTBLS574	UPLC-QTOF-MS	Inga umbellifera;Inga alba;Inga microcoma;Inga marginata;Inga laurina;Inga leiocalycina;Inga cf brachystacys;Inga obidensis;Inga pezizifera;Inga auristellae;Inga chartacea;Inga alata;Inga acreana;Inga coruscans	2018-01-22	Public	Thomas Kursar			Mark	Done	No		Pubmed link		Full	2018-02-15	MTBLS574 - 20180119	Passes	In contact		1					13,143.78	17,579,893	71			
2017-11-21	MTBLS575	UPLC-QTOF-MS/MS	Zea mays subsp. mays	2018-05-16	Public	Victor Rodriguez			Mark	Done	Yes - No data		Pubmed link		Full	2018-05-16	MTBLS575 - 20180514	Passes	In contact		1					38.51	17,579,932	71			
2017-11-21	MTBLS576	NMR	Sinorhizobium meliloti	2018-11-01	In Review	veronica ghini		L	Mark	Done	Yes - Full		DOI (preprint)	10.1101/296483	Full	2018-10-25	MTBLS576-20181023_LEG	Passes			1					45.23	17,579,977	71			
2017-11-22	MTBLS577	HPLC-LTQ-MS/MS	Schizosaccharomyces pombe	2018-08-17	Public	Takayuki Teruya			Mark	Done	Yes - Full		Pubmed link	30072439	Full	2018-08-17	MTBLS577-20180817	Passes	In contact		1					1,038.66	17,581,016	71			
2017-11-22	MTBLS578	HPLC-LTQ-MS/MS	Schizosaccharomyces pombe	2018-08-21	Public	Takayuki Teruya			Mark	Done	Yes - Full		Pubmed link	30072439	Full	2018-08-21	MTBLS578-20180820	Passes	In contact		1					1,289.70	17,582,305	71			
2017-11-27	MTBLS579	GCxGC-TOF-MS	Homo sapiens	2018-01-17	Public	Elin Näsström			Mark	Done	Yes - Full		Pubmed link		Full	2018-01-29	MTBLS579 - 20180116	Passes	In contact		1					66,832.26	17,649,138	71			
2017-11-27	MTBLS580	GC-Q-MS	Mus musculus	2017-12-05	In Curation	Jian Ji			Keeva				Pubmed link	29491435		2018-05-21										1,725.32	17,650,863	71			
2017-11-30	MTBLS581	UPLC-QTOF-MS	Cunila menthoides	2018-05-24	Public	Joana Paula Oliveira			Mark	Done	Yes - Partial				Full	2018-10-25	MTBLS581 - 20180206	Passes	In contact		1					6,294.94	17,657,158	71			
2017-12-04	MTBLS582	UPLC-LTQ-MS/MS	Homo sapiens	2018-04-26	Public	Zon Weng Lai		M	Mark	Done	Yes - Full		Pubmed link		Full	2018-04-26	MTBLS582 - 20180424	Passes	In contact		1				Massive list of lipids in the MAF files (~800). Assign in the future.	2,715.09	17,659,873	72			
2017-12-08	MTBLS583	GC-TOF-MS	Arachis hypogaea	2018-12-08	In Curation	Feng Cui		PM	Mark				Pubmed link	29520289		2018-05-21	MTBLS583-20190312_LEG					1				591.22	17,660,464	72			
2017-12-09	MTBLS584	Insufficient data supplied		2017-12-16	Dormant	Shengming Sun										2017-12-09										0.01	17,660,464	72			
2017-12-13	MTBLS585	GC-Q-MS	Macrobrachium nipponense	2017-12-20	In Curation	Shengming Sun		PM	Keeva				Pubmed link	29686619		2018-05-21						1				2,347.06	17,662,811	72			
2017-12-13	MTBLS586	UPLC-QTOF-MS	Mus musculus	2018-01-20	In Curation	Xiaoqing Chen		PM	Mark				Pubmed link	29922602		2018-11-15						1				38,354.71	17,701,166	72			
2017-12-15	MTBLS587	3D MALDI imaging MS	Mus musculus	2018-01-21	In Curation	Pere Rafols Soler		PM	Keeva				Pubmed link	29729739		2018-05-21						1				167.77	17,701,334	72			
2017-12-15	MTBLS588	3D MALDI imaging MS	Mus musculus	2018-01-21	Submitted	Pere Rafols Soler			Keeva				Pubmed link	30540827		2017-12-15										385.47	17,701,719	72			
2017-12-15	MTBLS589	3D MALDI imaging MS	Mus musculus	2018-01-21	Submitted	Pere Rafols Soler			Keeva				Pubmed link	30540827		2017-12-15										343.85	17,702,063	72			
2017-12-17	MTBLS590	Insufficient data supplied		2017-12-31	Dormant	Hao Fang										2017-12-17										0.02	17,702,063	72			
2017-12-26	MTBLS591	HPLC-QTOF-MS	Homo sapiens	2018-02-09	Public	Scott Walmsley			Keeva	Done	Yes - Full		Pubmed link	29664467	Full	2018-02-09	MTBLS591 - 20180126	Passes	In contact							12,147.78	17,714,211	72			
2018-07-25	MTBLS592		Homo sapiens	2019-07-25	Submitted	MRC-NIHR National Phenome Centre	1									2018-07-25										0.02	17,714,211	79			
2017-12-27	MTBLS593	NMR	Mus musculus	2018-07-31	In Curation	Ludgero Tavares		P	Mark				DOI	10.3389/fimmu.2018.00701		2018-05-21						1				269.69	17,714,480	72			
2018-01-04	MTBLS594	UPLC-QTOF-MS	Mus musculus	2018-03-01	Submitted	Anders Nordström		ML								2018-01-04										31,916.08	17,746,397	73			
2018-01-05	MTBLS595	UPLC-QTOF-MS	Garcinia mangostana	2018-08-06	Submitted	WAN AIZAT		R					Pubmed link	29876463		2018-07-11										1.53	17,746,398	73			
2018-01-09	MTBLS596	UPLC-LTQ-MS/MS	Mus musculus	2018-02-28	In Curation	Emilien Jamin		M	Mark				Pubmed link	29950287		2018-11-15						1			For NMR assays see MTBLS602	1,260.98	17,747,659	73			
2018-01-10	MTBLS597	3D MALDI imaging MS	Rattus norvegicus	2018-05-21	Public	Shane Ellis		L	Keeva	Done	Yes - Full		No		Full	2018-06-15	MTBLS597 - 20180111	Passes	In contact						Author will update MAF protocol & result again once publication is complete/finalised	60,512.62	17,808,172	73			
2018-01-16	MTBLS598	UPLC-LTQ-MS	Homo sapiens	2019-07-01	In Review	Nicholas Rattray		L	Keeva	Done	Yes - Full		No		Full	2019-02-11	MTBLS598 - 20180129	Manuscript resubmitted to Nat Med - hope for reply by Jan, release date changed to Feb 2019	In contact							42,543.81	17,850,716	73			
2018-01-18	MTBLS599	UPLC-TOF-MS	Drosophila melanogaster;Drosophila simulans	2018-01-25	Submitted	Xiaotao Shen		ML	Keeva				DOI	10.1101/305201		2018-11-15						1				8,778.17	17,859,494	73			
2018-01-18	MTBLS600		Drosophila melanogaster;Drosophila simulans	2018-01-25	Submitted	User Cochrane, Mark Williams										2018-01-18										0.04	17,859,494	73			
2018-01-18	MTBLS601	UPLC-TOF-MS	Mus musculus	2018-02-05	In Curation	Xiaotao Shen		ML	Keeva				DOI	10.1101/305201		2018-01-30						1				2,834.89	17,862,329	73			
2018-01-19	MTBLS602	NMR	Mus musculus	2018-05-01	Public	Sandrine Ellero-Simatos		L	Mark	Done	Yes - No data		Pubmed link	29950287	Full	2018-05-01	MTBLS602 - 20180426	Passes	In contact		1				For LC-MS assays see MTBLS596	503.30	17,862,832	73			
2018-01-19	MTBLS603	Insufficient data supplied		2018-01-26	Submitted	Katherine Zink										2018-01-19										13,159.71	17,875,992	73			
2018-01-20	MTBLS604	Insufficient data supplied		2018-05-05	Submitted	Shi-Jun Yue										2018-01-20										543.05	17,876,535	73			
2018-01-20	MTBLS605	Insufficient data supplied		2018-01-27	Submitted	Hanqing Pang										2018-01-20										4,692.22	17,881,227	73			
2018-01-20	MTBLS606	UPLC-TOF-MS	Mus musculus	2018-02-06	In Curation	Xiaotao Shen		ML	Keeva				DOI	10.1101/305201		2018-01-30						1				2,971.41	17,884,198	73			
2018-01-21	MTBLS607	UPLC-TOF-MS	Drosophila melanogaster;Drosophila simulans	2018-01-28	Submitted	Xiaotao Shen		ML	Keeva				DOI	10.1101/305201		2018-01-21						1				4,232.02	17,888,430	73			
2018-01-22	MTBLS608	GC-Q-MS;LC-TQ-MS	Reference compound	2019-01-22	In Curation	Manuel Schlimpert			Keeva				Pubmed link	29497074		2018-05-21						1				1,148.19	17,889,579	73			
2018-01-23	MTBLS609	Insufficient data supplied		2018-02-01	Submitted	Jessica Cleary							Pubmed link	30175236		2018-01-23										0.04	17,889,579	73			
2018-01-23	MTBLS610	Insufficient data supplied		2018-02-01	Submitted	Jessica Cleary							Pubmed link	30175236		2018-01-23										0.04	17,889,579	73			
2018-01-25	MTBLS611	NMR;LC-MS	Pristionchus pacificus	2018-02-01	Submitted	Maro Kariya, Sreekanth Chalasani		All bar L					Pubmed link	29555902		2018-01-25									1 LC-MS RAW file and 1 NMR spectral file. Puplished in Nature Comm!!!!	301.80	17,889,880	73			
2018-01-27	MTBLS612	UPLC-QTOF-MS	Drosophila melanogaster	2018-02-03	In Curation	Xiaotao Shen		ML	Keeva				DOI (preprint)	10.1101/305201		2018-01-28						1			MTBLS612 for positive and MTBLS615 for negative modes	4,546.20	17,894,427	73			
2018-01-29	MTBLS613	UPLC-QTOF-MS	Gomphrena	2018-02-28	In Curation	Ilka N Abreu		L	Mark							2018-05-21						1				4,188.60	17,898,615	73			
2018-01-29	MTBLS614	UPLC-LTQ-MS		2018-03-12	Public	Jules Griffin		ML	Mark	Done	Yes - Full				Full	2018-03-12	MTBLS614 - 20180312	Passes	In contact		1					3,308.93	17,901,924	73			
2018-01-29	MTBLS615	UPLC-TOF-MS	Drosophila melanogaster;Drosophila simulans	2018-02-05	In Curation	Xiaotao Shen		ML	Keeva				DOI (preprint)	10.1101/305201		2018-01-29						1			MTBLS612 for positive and MTBLS615 for negative modes	4,232.02	17,906,156	73			
2018-01-29	MTBLS616	DI-LTQ-MS	Homo sapiens	2018-03-13	Public	Jules Griffin		L	Mark	Done	Yes - Full				Full	2018-03-13	MTBLS616 - 20180312	Passes	In contact		1					2,504.11	17,908,660	73			
2018-02-01	MTBLS617	TD-GC-TOF-MS	Enterobacter cloacae;Pseudomonas aeruginosa	2019-02-01	Submitted	Oluwasola Lawal		R	Mark	Done	Yes - Full		Pubmed link	29725275	Metadata Only	2018-08-09	MTBLS617-20180808	Passes			1					0.10	17,908,660	74			
2018-02-01	MTBLS618	UPLC-QTOF-MS	Solanum lycopersicum	2019-01-24	Public	Paula Liliana Galeano			Mark	Done	Yes - No data		DOI	10.3390/molecules23123330	Full	2019-02-08	MTBLS618-20190122	Passes			1				Some metabolites (ca. 35) need bulk uploading to CHEBI.	1,979.20	17,910,640	74			
2018-02-01	MTBLS619	NMR;MAS-NMR	Dicentrarchus labrax	2019-01-22	Public	Ludgero Tavares			Mark	Done	Yes - Full		DOI	10.1007/s11306-018-1390-4	Full	2019-01-22	MTBLS619-20190116	Passes			1				PDF requested on ResearchGate (13/11/2018). Gratefully received soon after.	23.71	17,910,663	74			
