Study Submission Date,MTBLS ID,Study Type,Species,Study Publication Date,Status,Submitter Name,WND,Assigned to,Isatab completeness,Metabolites Added,Additional files,Paper,PMID/DOI,Data in repository,Last Updated Date,Google Drive folder Name,Validation,Author feedback,COSMOS / PhenoMeNal partner study?,Blue?,Light Purple 3?,Current Status,Additional Notes,Size (MB),Accumalated size,Month since Jan 2012,Average size of studies:,31545,1270
2018-01-29,MTBLS613,UPLC-QTOF-MS,Gomphrena,2018-02-28,In Curation,Ilka N Abreu,L,Mark,,,,,,,2018-05-21,,,,,,1,,,"4,188.60","18,979,785",73,,,
2018-01-29,MTBLS614,UPLC-LTQ-MS,,2018-03-12,Public,Jules Griffin,ML,Mark,Done,Yes - Full,,,,Full,2018-03-12,MTBLS614 - 20180312,Passes,In contact,,1,,,,"3,308.93","18,983,094",73,,,
2018-01-29,MTBLS615,UPLC-TOF-MS,Drosophila melanogaster;Drosophila simulans,2018-02-05,In Curation,Xiaotao Shen,ML,Keeva,,,,DOI,10.1101/305201,,2018-01-29,,,,,,1,,,"4,232.02","18,987,326",73,,,
2018-01-29,MTBLS616,DI-LTQ-MS,Homo sapiens,2018-03-13,Public,Jules Griffin,L,Mark,Done,Yes - Full,,,,Full,2018-03-13,MTBLS616 - 20180312,Passes,In contact,,1,,,,"2,504.11","18,989,830",73,,,
2018-02-01,MTBLS617,GC-TOF-MS,Enterobacter cloacae;Pseudomonas aeruginosa,2019-02-01,Submitted,Oluwasola Lawal,RPML,,,,,Pubmed link,29725275,,2018-02-01,,,,,,,,,0.04,"18,989,830",74,,,
2018-02-01,MTBLS618,LC-QTOF-MS,Solanum lycopersicum,2018-05-01,Submitted,Paula Liliana Galeano,PL,,,,,,,,2018-02-01,,,,,,,,,"1,973.71","18,991,804",74,,,
2018-02-01,MTBLS619,NMR,Dicentrarchus labrax,2019-02-01,In Curation,Ludgero Tavares,L,Mark,,,,,,,2018-03-01,,,,,,1,,,23.50,"18,991,828",74,,,
2018-02-02,MTBLS620,UPLC-QTOF-MS,Homo sapiens,2018-12-01,In Review,Santosh Lamichhane,,Mark,Done,Yes - Full,,DOI,10.1101/294033,Full,2018-05-31,MTBLS620 - 20180516,Passes,In contact,,1,,,,"38,454.42","19,030,282",74,,,
2018-02-03,MTBLS621,NMR,Bos taurus,2018-04-15,Dormant,BÃ©nÃ©dict Yanibada,PML,,,,,,,,2018-02-03,,,,,,,,Previous version of MTBLS623,57.64,"19,030,340",74,,,
2018-02-05,MTBLS622,NMR,Rhopalosiphum padi,2018-05-01,In Curation,Simone Vassiliadis,L,Mark,,,,,,,2018-05-22,,,,,,1,,,58.69,"19,030,398",74,,,
2018-02-05,MTBLS623,NMR,Bos taurus,2018-04-22,In Curation,BÃ©nÃ©dict Yanibada,PL,Mark,,,,,,,2018-05-22,,,,,,1,,Updated version of MTBLS621,58.21,"19,030,457",74,,,
2018-02-06,MTBLS624,LC-LTQ-MS,Trypanosoma brucei,2018-04-01,Submitted,Fiona Achcar,PML,,,,,,,,2018-02-06,,,,,,,,,"1,920.42","19,032,377",74,,,
2018-02-08,MTBLS625,UPLC-LTQ-MS,Homo sapiens,2018-02-15,Submitted,Mariska Kerstholt,RL,,,,,Pubmed link,29444855,,2018-02-08,,,,,,,,,0.53,"19,032,378",74,,,
2018-02-11,MTBLS626,NMR,Mus musculus,2018-03-02,Submitted,wei yan,,Mark,Done,Yes - No data,,,,Full,2018-05-15,MTBLS626 - 20180704,Passes,In contact,,1,,,Waiting for another batch of data to be uploaded. Moved back to SUBMITTED.,"2,223.70","19,034,601",74,,,
2018-02-12,MTBLS627,GC-Q-MS,Kunming White outbred strain mice,2018-08-01,Submitted,Ting-Li Han,LP,,,,,,,,2018-02-12,,,,,,,,,173.70,"19,034,775",74,,,
2018-02-12,MTBLS628,UPLC-QTOF-MS,Populus tremula;Populus tremuloides,2018-02-26,In Curation,Ilka N Abreu,L,Mark,,,,,,,2018-05-22,,,,,,1,,,"12,527.34","19,047,302",74,,,
2018-02-15,MTBLS629,UPLC-QTOF-MS,Mus musculus,2019-02-15,Submitted,Aleksandra Binek,LM,,,,,,,,2018-02-15,,,,,,,,,"1,476.87","19,048,779",74,,,
2018-02-16,MTBLS630,HPLC-LTQ-MS,Pseudomonas aeruginosa,2018-02-28,Public,Yan Zhu,M,Mark,Done,Yes - Full,,Pubmed link,29688451,Full,2018-02-28,MTBLS630 - 20180228,Passes,In contact,,1,,,,"6,943.26","19,055,722",74,,,
2018-02-19,MTBLS631,UPLC-QTOF-MS,Mus musculus,2019-02-19,Submitted,Aleksandra Binek,LM,,,,,,,,2018-02-19,,,,,,,,,"6,885.98","19,062,608",74,,,
2018-02-19,MTBLS632,Insufficient data supplied,,2018-02-26,Submitted,Yu-Heng Lai,,,,,,,,,2018-02-19,,,,,,,,,0.11,"19,062,609",74,,,
2018-02-19,MTBLS633,CE-TOF-MS,Mus musculus,2019-02-19,Submitted,Aleksandra Binek,LM,,,,,,,,2018-02-19,,,,,,,,,"6,451.84","19,069,060",74,,,
2018-02-19,MTBLS634,GC-Q-MS,Mus musculus,2019-02-19,Submitted,Aleksandra Binek,LM,,,,,,,,2018-02-19,,,,,,,,,36.22,"19,069,097",74,,,
2018-02-21,MTBLS635,Insufficient data supplied,,2018-03-28,Submitted,Patrick Giavalisco,,,,,,,,,2018-02-21,,,,,,,,,237.34,"19,069,334",74,,,
2018-02-27,MTBLS636,HPLC-IT-MS,Pseudomonas putida,2018-04-01,In Curation,Gregor Ãmer,LM,,,,,Pubmed link,29618609,,2018-05-17,,,,,,1,,,"24,285.83","19,093,620",74,,,
2018-02-28,MTBLS637,Insufficient data supplied,,2018-05-31,Submitted,Miriam Reverter,,,,,,,,,2018-02-28,,,,,,,,,"1,449.01","19,095,069",74,,,
2018-03-01,MTBLS638,UPLC-QTOF-MS,Haliclona fulva,2018-07-31,In Curation,Miriam Reverter,L,Mark,,,,,,,2018-05-22,,,,,,1,,,"8,975.40","19,104,044",75,,,
2018-03-02,MTBLS639,NMR,Chlorocebus sp.,2018-03-09,In Curation,Fabio Rogerio de Moraes,L,Mark,,,,,,,2018-05-22,,,,,,1,,,10.52,"19,104,055",75,,,
2018-03-12,MTBLS640,Insufficient data supplied,,2018-03-30,Submitted,Ali Yilmaz,,,,,,,,,2018-03-12,,,,,,,,,83.93,"19,104,139",75,,,
2018-03-12,MTBLS641,UPLC-QTOF-MS/MS,Reference compound,2018-06-26,Public,Lucia Faccioli,L,Mark,Done,Yes - Full,,,,Full,2018-06-26,MTBLS641 - 20180326,Passes,In contact,,1,,,,325.97,"19,104,465",75,,,
2018-03-12,MTBLS642,GCxGC-TOF-MS,Escherichia coli,2018-03-30,In Curation,April Miguez,L,Keeva,,,,Pubmed link,29774011,,2018-03-26,,,,,,1,,,"165,772.08","19,270,237",75,,,
2018-03-12,MTBLS643,NMR,Sus scrofa,2018-04-18,In Curation,JÃ©rÃ©my MARCHAND,LM,Mark,,,,DOI,10.1007/s11306-018-1360-x,,2018-05-22,,,,,,1,,,"22,543.20","19,292,780",75,,,
2018-03-14,MTBLS644,REI-QTOF-MS,Pseudomonas aeruginosa,2018-07-01,Submitted,Simon Cameron,LM,,,,,,,,2018-03-22,,,,,,,,,"25,999.80","19,318,780",75,,,
2018-03-16,MTBLS645,Insufficient data supplied,,2018-03-22,Submitted,Katherine Zink,,,,,,,,,2018-03-16,,,,,,,,,404.04,"19,319,184",75,,,
2018-03-17,MTBLS646,NMR,Homo sapiens,2019-03-01,Submitted,Manuja Kaluarachchi,Too much to document,,,,,,,,2018-03-20,,,,,,,,,364.05,"19,319,548",75,,,
2018-03-20,MTBLS647,LC-TQ-MS,Caenorhabditis elegans,2018-03-27,Dormant,Tesfahun Dessale Admasu,,,,,,,,,2018-03-20,,,,,,,,,204.95,"19,319,753",75,,,
2018-03-20,MTBLS648,UPLC-TQ-MS,Caenorhabditis elegans,2018-06-08,Public,Tesfahun Dessale Admasu,L,Mark,Done,Yes - Full,,,,Full,2018-06-08,MTBLS648 - 20180606,Passes,In contact,,1,,,An update of MTBLS647?,206.65,"19,319,959",75,,,
2018-03-21,MTBLS649,Insufficient data supplied,,2018-03-28,Submitted,Se Hee Lee,,,,,,,,,2018-03-21,,,,,,,,,0.30,"19,319,960",75,,,
2018-03-21,MTBLS650,UPLC-LTQ-MS;UPLC-LTQ-MS/MS,Mus musculus,2018-05-01,Submitted,SIMONA CODREANU,PML,,,,,,,,2018-03-21,,,,,,,,,"28,312.95","19,348,273",75,,,
2018-03-23,MTBLS651,Insufficient data supplied,Homo sapiens,2018-08-01,Submitted,Randi Gant-branum,,,,,,,,,2018-03-23,,,,,,,,,"87,996.27","19,436,269",75,,,
2018-03-23,MTBLS652,UFLC-LTQ-MS/MS,Homo sapiens,2018-10-31,In Review,Pierre Jean Beltran,,Keeva,Done,Yes - Full,,No,,Full,2018-03-29,MTBLS652 - 20180326,Passes,In contact,,,,,,"2,593.00","19,438,862",75,,,
2018-03-27,MTBLS653,GC-Q-MS,Homo sapiens,2018-07-01,In Curation,VÃ©ronique PELLOUX,L,,,,,,,,2018-05-22,,,,,,1,,,"1,593.56","19,440,455",75,,,
2018-03-28,MTBLS654,NMR,Bacteria,2018-04-04,Submitted,Se Hee Lee,PTDL,,,,,,,,2018-04-09,MTBLS654 - 20180409,,,,,,,,18.28,"19,440,474",75,,,
2018-03-30,MTBLS655,Insufficient data supplied,Homo sapiens,2019-03-19,Submitted,Steffen Neumann,,,,,,,,,2018-06-11,,,,,,,,,"7,786.96","19,448,261",75,,,
2018-04-02,MTBLS656,UPLC-TQ-MS,Homo sapiens,2018-05-16,Public,Seth Rhoades,,Mark,Done,Yes - Full,,Pubmed link,,Full,2018-05-16,MTBLS656 - 20180508,Passes,In contact,,1,,,,"14,781.68","19,463,042",76,,,
,MTBLS657,,,,,,,,,,,,,,,MTBLS657 - 20180409,,,,,,,,,"19,463,042",,,,
2018-04-06,MTBLS658,NMR,Homo sapiens,2018-09-01,Submitted,Marie Margaret Phelan,LR,Mark,Done,Yes - Full,,,,,2018-06-15,MTBLS658 - 20180614,Passes,In contact,,1,,,,2.51,"19,463,045",76,,,
,MTBLS659,,,,,,,,,,,,,,,MTBLS659 - 20180409,,,,,,,,,"19,463,045",,,,
,MTBLS660,,,,,,,,,,,,,,,MTBLS660 - 20180409,,,,,,,,,"19,463,045",,,,
2018-04-07,MTBLS661,UPLC-TQ-MS/MS,Mycobacterium bovis,2018-07-16,In Review,CARINE SAO,L,Mark,Done,Yes - Full,,,,Full,2018-04-16,MTBLS661 - 20180412,Passes,In contact,,1,,,,405.93,"19,463,451",76,,,
2018-04-10,MTBLS662,GC-Q-MS,Arabidopsis thaliana,2018-05-23,In Curation,Cantonny Valerie,L,,,,,,,,2018-05-22,,,,,,1,,,264.41,"19,463,715",76,,,
2018-04-10,MTBLS663,UPLC-QTOF-MS/MS,Seminavis robusta 85B Sex,2018-05-14,Submitted,Martina KlÃ¼nemann,PML,Keeva,,,,,,,2018-04-10,,,,,,,,EMBRIC study,"2,049.60","19,465,765",76,,,
2018-04-13,MTBLS664,LC-LTQ-MS,,2018-07-02,In Curation,Jessica Kissinger,,Keeva,,,,,,,2018-06-25,,,,,,,,MaHPIC study,"141,635.27","19,607,400",76,,,
2018-04-13,MTBLS665,LC-LTQ-MS,Homo sapiens;Plasmodium vivax,2018-06-19,Public,Jessica Kissinger,,Keeva,,,,,,,2018-06-19,,,,,,,,MaHPIC study,"56,177.94","19,663,578",76,,,
2018-04-15,MTBLS666,UPLC-QTOF-MS/MS,Sus scrofa,2018-06-30,In Curation,zheng Ao,L,,,,,,,,2018-05-22,,,,,,1,,,"23,985.01","19,687,563",76,,,
2018-04-18,MTBLS667,NMR,Mus musculus,2018-06-20,Public,Jeremy Everett,R (KO data),Mark,Done,Yes - No data,,DOI,,Full,2018-06-20,MTBLS667 - 20180419,Passes,In contact,,1,,,Only WT raw data submitted so far. KO data to be submitted further down the line.,152.91,"19,687,716",76,,,
2018-04-23,MTBLS668,HPLC-QTOF-MS,Homo sapiens,2018-07-01,Submitted,Anna Marco-Ramell,RLPM,,,,,,,,2018-04-23,,,,,,,,,0.16,"19,687,716",76,,,
2018-04-24,MTBLS669,NMR,Homo sapiens,2018-08-01,Submitted,Suehelay Acevedo,LP,,,,,,,,2018-04-24,,,,,,,,,5.98,"19,687,722",76,,,
2018-04-24,MTBLS670,HPLC-TOF-MS,Homo sapiens,2018-05-01,Submitted,Szymon Macioszek,PM,,,,,,,,2018-04-24,,,,,,,,,82.41,"19,687,804",76,,,
2018-04-26,MTBLS671,LC-QTOF-MS,Da.gl.,2019-06-12,Submitted,Steffen Neumann,PDML,,,,,,,,2018-06-12,,,,,,,,,"19,438.76","19,707,243",76,,,
2018-04-28,MTBLS672,GC-TOF-MS,Sulfolobus acidocaldarius,2018-10-01,In Review,Jacqueline Wolf,L,Mark,Done,Yes - Full,,,,Full,2018-06-13,MTBLS672 - 20180611,Passes,,,1,,,,605.87,"19,707,849",76,,,
2018-05-03,MTBLS673,UPLC-QTOF-MS/MS,Ctenopharyngodon idella,2018-06-05,Submitted,Dapeng Li,L,,,,,,,,2018-05-08,MTBLS673 - 20180522,,,,,,,,"40,482.96","19,748,332",77,,,
2018-05-04,MTBLS674,Insufficient data supplied,,2018-05-11,Submitted,Ali Yilmaz,,,,,,,,,2018-05-04,,,,,,,,,219.64,"19,748,552",77,,,
2018-05-09,MTBLS675,NMR,Trotter horse,2019-05-09,Submitted,Luca Laghi,PLTD,,,,,,,,2018-05-09,,,,,,,,,41.52,"19,748,593",77,,,
2018-05-09,MTBLS676,Insufficient data supplied,,2018-06-30,Submitted,Stephanie Holst,,,,,,,,,2018-05-09,,,,,,,,,827.19,"19,749,420",77,,,
2018-05-13,MTBLS677,Insufficient data supplied,,2018-05-31,Submitted,Ana Sofia Henriques da Costa,,,,,,,,,2018-05-13,,,,,,,,,0.01,"19,749,420",77,,,
2018-05-21,MTBLS678,NMR,cell media,2018-06-29,Submitted,Sara Samino,PL,,,,,,,,2018-05-22,,,,,,,,,9.09,"19,749,429",77,,,
2018-05-22,MTBLS679,UPLC-QTOF-MS,Centaurea jacea;Festuca rubra;Holcus lanatus;Knautia arvensis;Geranium pratense;Poa pratensis;Leucanthemum vulgare;Reference;Dactylis glomerata;Phleum pratense;Plantago lanceolata;Anthoxanthum odoratum;Avenula pubescens;Ranunculus acris,2019-05-17,Submitted,Steffen Neumann,PMT,,,,,,,,2018-05-22,,,,,,,,,7.02,"19,749,437",77,,,
2018-05-23,MTBLS680,UPLC-TQ-MS,Mus musculus,2019-05-24,Submitted,Cecilia Castro,PL,,,,,,,,2018-05-25,,,,,,,,,926.38,"19,750,363",77,,,
2018-05-25,MTBLS681,HPLC-QTOF-MS,Homo sapiens,2018-09-02,Submitted,Magali Palau Rodriguez,PLMR,,,,,,,,2018-05-25,,,,,,,,,0.16,"19,750,363",77,,,
2018-05-28,MTBLS682,LC-LTQ-MS,Homo sapiens,2018-06-30,Submitted,Giovanny Rodriguez Blanco,RL,Mark,,,,,,,2018-05-28,,,,,,,,,"17,093.71","19,767,457",77,,,
2018-05-29,MTBLS683,UPLC-QTOF-MS,Homo sapiens,2018-06-05,Submitted,Ke-Shiuan Lynn,SLM,,,,,,,,2018-05-29,,,,,,,,,"8,591.71","19,776,048",77,,,
2018-05-29,MTBLS684,Insufficient data supplied,,2018-06-30,Submitted,Kevin Calabro,,,,,,,,,2018-05-29,,,,,,,,,0.02,"19,776,048",77,,,
2018-05-30,MTBLS685,UPLC-TQ-MS,,2019-05-31,Submitted,Cecilia Castro,RLP,,,,,,,,2018-05-30,,,,,,,,,0.38,"19,776,049",77,,,
2018-05-31,MTBLS686,GC-TQ-MS,,2018-06-07,Submitted,weiwei li,ML,,,,,,,,2018-05-31,,,,,,,,Duplicate of MTBLS689 <= REMOVE,"2,190.45","19,778,239",78,,,
2018-05-31,MTBLS687,GC-Q-MS,Alopecurus pratensis;Arrhenatherum elatius;Galium verum;Reference;Ranunculus acris;Lolium perenne;Dactylis glomerata;Achillea millefolium;Poa pratensis;Galium mollugo;Plantago lanceolata,2019-06-13,Submitted,Steffen Neumann,L,,,,,,,,2018-06-13,,,,,,1,,,3.35,"19,778,243",78,,,
2018-05-31,MTBLS688,UPLC-IT-TOF-MS,Viola tricolor;Mentha x piperita;Origanum vulgare;Potentilla erecta;Convallaria keiskei;Ginkgo biloba;Fragaria vesca;Asarum europaeum;Inula helenium;Valeriana officinalis;Angelica archangelica;Eleutherococcus senticosus;Hedysarum neglectum;Bupleurum aureum;Equisetum arvense;Pimpinella anisum;Acorus calamus;Eleutherococcus sessiliflorus;Daucus carota;Anethum graveolens;Aerva lanata;Melilotus officinalis;Arctium lappa;Echinacea purpurea;Astragalus propinquus;Sambucus nigra;Viburnum opulus;Tanacetum vulgare;Althaea officinalis;Rhodiola rosea;Aegopodium podagraria;Aralia elata;Rosa majalis;Heracleum sibiricum;Thymus serpyllum;Tilia cordata;Betula pendula;Hypericum perforatum;Tussilago farfara;Taraxacum officinale;Urtica dioica;Silybum marianum;Populus balsamifera;Panax ginseng;Foeniculum vulgare;Salvia officinalis;Glycyrrhiza glabra;Cichorium intybus;Polemonium caeruleum;Humulus lupulus;Calendula officinalis;Helianthus tuberosus;Aronia melanocarpa;Pimpinella saxifraga;Rhamnus cathartica;Helichrysum arenarium;Petroselinum crispum;Artemisia absinthium;Juniperus communis;Pinus sylvestris;Senna alexandrina;Coriandrum sativum;Leonurus quinquelobatus;Prunus padus;Matricaria chamomilla;Linum usitatissimum;Vaccinium myrtillus;Dioscorea caucasica;Oplopanax elatus;Plantago major;Levisticum officinale;Bidens tripartita;Bergenia crassifolia;Frangula alnus,2018-09-01,Submitted,Dmitry Nazarenko,PML,,,,,,,,2018-05-31,,,,,,,,,"22,307.27","19,800,550",78,,,
2018-06-01,MTBLS689,GC-TQ-MS,Homo sapiens,2018-06-16,Submitted,weiwei li,ML,,,,,,,,2018-06-01,,,,,,,,,"2,189.07","19,802,739",78,,,
2018-06-01,MTBLS690,GC-TOF-MS;UPLC-QTOF-MS/MS,Homo sapiens,2018-09-30,In Curation,Klev Diamanti,RDL,,,,,,,,2018-07-03,,,,,,,,,"77,440.34","19,880,179",78,,,
2018-06-05,MTBLS691,LC-LTQ-MS,"Macaca mulatta;Plasmodium coatneyi,Homo sapiens;Reference",2018-07-02,In Curation,Jessica Kissinger,,Keeva,,,,,,,2018-06-25,,,,,,,,MaHPIC study,68.17,"19,880,248",78,,,
2018-06-07,MTBLS692,UPLC-QTOF-MS,Arabidopsis thaliana,2019-01-31,Submitted,Ruben Vanholme,PLM,,,,,,,,2018-06-25,,,,,,,,,"11,369.60","19,891,617",78,,,
2018-06-08,MTBLS693,UPLC-LTQ-MS,Solanum lycopersicum x Solanum pennellii,2018-07-08,In Curation,Karolina Garbowicz,L,Mark,,,,Pubmed link,29960108,,2018-06-19,,,,,,1,,,"256,326.86","20,147,944",78,,,
2018-06-14,MTBLS694,NMR;UPLC-QTOF-MS,Homo sapiens;Reference,2018-06-27,In Curation,Jake Pearce,PLMD,,,,,,,,2018-06-18,,,,,,,,,"580,060.17","20,728,004",78,,,
2018-06-15,MTBLS695,UPLC-LTQ-MS/MS,Mus musculus,2018-06-23,Submitted,Emilio Rivera,,,,,,,,,2018-06-16,,,,,,,,Appears to be a duplicate of MTBLS696,"7,483.09","20,735,487",78,,,
2018-06-16,MTBLS696,UPLC-LTQ-MS/MS,Mus musculus,2018-06-23,In Curation,Emilio Rivera,,Mark,,,,,,,2018-06-16,MTBLS696 - 20180704,,,,,,,26 spectra in a 27 row assay. 180126_ESR_Wilson_AlainRepeat_MurineCellPellet_Exp1_AOAA_3.raw is missing,"7,483.02","20,742,970",78,,,
2018-06-25,MTBLS697,LC-LTQ-MS,,2019-06-01,Submitted,Jessica Kissinger,,Keeva,,,,,,,,,,,,,,,,53.68,"20,743,024",78,,,
2018-06-28,MTBLS698,LC-LTQ-MS,,2018-07-06,Submitted,Timothy R Fallon,PM,Mark,,,,DOI,10.1101/237586,,,,,,,,1,,,"13,680.14","20,756,704",78,,,
,MTBLS699,GC-TOF-MS,,,,,L,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS700,UPLC-QTOF-MS;UPLC-TQ-MS/MS,,,,,TDML,Mark,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS701,UPLC-TOF-MS;UPLC-LTQ-MS/MS,,,,,PL,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS702,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS703,LC-LTQ-MS/MS,,,,,PML,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS704,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS705,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS706,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS707,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS708,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS709,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS710,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS711,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS712,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS713,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS714,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS715,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS716,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS717,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS718,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS719,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS720,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS721,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS722,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS723,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS724,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS725,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS726,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS727,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS728,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS729,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS730,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS731,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS732,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS733,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS734,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS735,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS736,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS737,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS738,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS739,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS740,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS741,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS742,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS743,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS744,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS745,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS746,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS747,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS748,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS749,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS750,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS751,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS752,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS753,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS754,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS755,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS756,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS757,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS758,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS759,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS760,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS761,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS762,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS763,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS764,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS765,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS766,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS767,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS768,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS769,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS770,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS771,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS772,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS773,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS774,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS775,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS776,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS777,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS778,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS779,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS780,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS781,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS782,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS783,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS784,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS785,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS786,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
,MTBLS787,,,,,,,,,,,,,,,,,,,,,,,,"20,756,704",,,,
